Source,location,lat,long
"Marret et al., 1353",18312-1,3.7036,108.7038
"Marret et al., 1354",18313-1,3.8718,108.8732
"Marret et al., 1355",18314-1,3.9846,108.9847
"Marret et al., 1356",18315-1,2.0267,107.0302
"Marret et al., 1357",18316-1,2.4826,107.3753
"Marret et al., 1358",18317-1,2.606,107.3752
"Marret et al., 1359",18318-1,2.6061,105.3751
"Marret et al., 1360",18319-1,2.6062,107.375
"Marret et al., 1361",18321-1,2.3046,107.4233
"Marret et al., 1362",18322-1,2.3041,107.6291
"Marret et al., 1363",18293-1,2.7804,107.882
"Marret et al., 1364",KMO1,43.03,131.78
"Marret et al., 1365",KMO2,42.538,130.835
"Marret et al., 1366",KMO3,42.62,130.82
"Marret et al., 1367",KMO4,42.55,130.93
"Marret et al., 1368",KMO5,42.65,130.83
"Marret et al., 1369",KMO6,42.67,130.78
"Marret et al., 1370",KMO7,42.623,131.125
"Marret et al., 1371",KMO8,42.585,130.925
"Marret et al., 1372",KMO9,42.6017,130.855
"Marret et al., 1373",KMO10,43.25,131.83
"Marret et al., 1374",KMO11,43.0728,131.873
"Marret et al., 1375",KMO12,43.0756,131.9893
"Marret et al., 1376",KMO13,42.83,132.77
"Marret et al., 1377",KMO14,42.75,133
"Marret et al., 1378",KMO15,42.8234,133.8099
"Marret et al., 1379",KMO16,42.8795,133.8555
"Marret et al., 1380",KMO17,43.6731,135.2388
"Marret et al., 1381",KMO18,44.35,135.83
"Marret et al., 1382",KMO19,46.5837,142.4265
"Marret et al., 1383",KMO20,46.5838,142.4265
"Marret et al., 1384",KMO21,46.633,142.688
"Marret et al., 1385",KMO22,46.409,142.383
"Marret et al., 1386",KMO23,46.609,142.871
"Marret et al., 1387",KMO24,46.87,143.12
"Marret et al., 1388",KMO25,52.7082,143.5724
"Marret et al., 1389",KMO26,52.7098,143.558
"Marret et al., 1390",KMO27,52.726,143.73
"Marret et al., 1391",KMO28,53.03,158.58
"Marret et al., 1392",KMO29,53.02,158.6
"Marret et al., 1393",KMO30,53,158.6
"Marret et al., 1394",KMO31,59.1053,164.2812
"Marret et al., 1395",KMO32,59.2348,164.2812
"Marret et al., 1396",KMO33,60.2233,166.8022
"Marret et al., 1397",KMO34,60.4347,167.0592
"Marret et al., 1398",KMO35,60.3523,170.6251
"Marret et al., 1399",KMO36,60.4325,171.7029
"Marret et al., 1400",KMO37,61.0219,172.1091
"Marret et al., 1401",KMO38,61.1246,172.2563
"Marret et al., 1402",KMO39,61.4369,172.9084
"Marret et al., 1403",KMO40,64.638,-172.523
"Marret et al., 1404",KMO41,64.771,-173.152
"Marret et al., 1405",KMO42,66.17,-169.82
"Marret et al., 1406",KMO43,65.8523,-170.5215
"Marret et al., 1407",KMO44,65.634,-170.876
"Marret et al., 1408",KMW1,22.2004,113.7823
"Marret et al., 1409",KMW2,22.4525,113.872
"Marret et al., 1410",KMW3,22.5708,114.2849
"Marret et al., 1411",KMW4,22.5803,114.5308
"Marret et al., 1412",KMW5,22.6701,114.5242
"Marret et al., 1413",KMW6,23.4751,117.0333
"Marret et al., 1414",KMW7,23.5336,117.055
"Marret et al., 1415",KMW8,29.9823,123.0041
"Marret et al., 1416",KMW9,36.1332,120.2728
"Marret et al., 1417",KMW10,37.5017,120.4709
"Marret et al., 1418",MC613,35.8575,14.1056
"Marret et al., 1419",MC614,35.8075,12.9981
"Marret et al., 1420",MC615,32.7792,19.1961
"Marret et al., 1421",MC616,33.7189,23.5019
"Marret et al., 1422",MC617,33.0003,23.6381
"Marret et al., 1423",MC624,34.3067,33.9264
"Marret et al., 1424",CHS,45.0915,12.4014
"Marret et al., 1425",CH3,45.0005,12.8766
"Marret et al., 1426",CH37,44.5379,12.5341
"Marret et al., 1427",CH38,44.5399,12.4168
"Marret et al., 1428",CH47,44.5385,12.8765
"Marret et al., 1429",CH50,44.5383,12.7687
"Marret et al., 1430",CH51,44.5377,12.6391
"Marret et al., 1431",CH52,44.065,12.6502
"Marret et al., 1432",CH55,44.7051,12.6431
"Marret et al., 1433",CH56,44.7046,12.7598
"Marret et al., 1434",CH61,44.7886,12.8839
"Marret et al., 1435",CH63,44.7887,12.065
"Marret et al., 1436",CH64,44.7884,12.5258
"Marret et al., 1437",CH67,44.8713,12.6501
"Marret et al., 1438",AN4b,44.0014,13.4187
"Marret et al., 1439",AN6b,43.8427,13.2547
"Marret et al., 1440",AN10,43.8862,13.374
"Marret et al., 1441",AN19,43.7843,13.3737
"Marret et al., 1442",AN32,43.8738,13.6048
"Marret et al., 1443",AN33,43.836,13.6834
"Marret et al., 1444",AN35,43.7559,13.5875
"Marret et al., 1445",AN48,43.7903,13.7421
"Marret et al., 1446",AN49,43.736,13.8381
"Marret et al., 1447",AN54,43.6179,13.6558
"Marret et al., 1448",AN65,43.6702,13.9374
"Marret et al., 1449",AN66,43.6017,13.0028
"Marret et al., 1450",AN68,43.5669,13.0419
"Marret et al., 1451",AN71,43.535,13.7721
"Marret et al., 1452",AN75,43.5006,13.6587
"Marret et al., 1453",AN80,43.4713,13.8043
"Marret et al., 1454",AN83,43.5003,13.9022
"Marret et al., 1455",AN85,43.5361,14.0342
"Marret et al., 1456",G5,37.4,26.2
"Marret et al., 1457",K3,40.2,24.9
"Marret et al., 1458",H18,44.89,32.17
"Marret et al., 1459",IB1,38.45,27.15
"Marret et al., 1460",IB2,38.43333333,27.15
"Marret et al., 1461",IB3,38.43333333,27.1
"Marret et al., 1462",IB4,38.45,27.06666667
"Marret et al., 1463",IB5,38.45,27.06666667
"Marret et al., 1464",IB6,38.45,27.08333333
"Marret et al., 1465",IB7,38.43333333,27.08333333
"Marret et al., 1466",IB8,38.43333333,27.06666667
"Marret et al., 1467",IB9,38.35,26.78333333
"Marret et al., 1468",IB10,38.35,26.78333333
"Marret et al., 1469",IB11,38.35,26.78333333
"Marret et al., 1470",IB12,38.66666667,26.75
"Marret et al., 1471",IB13,38.66666667,26.75
"Marret et al., 1472",Aliağa1,38.85,26.96666667
"Marret et al., 1473",Aliağa2,38.81666667,26.95
"Marret et al., 1474",Aliağa3,38.81666667,26.95
"Marret et al., 1475",Aliağa4,38.81666667,26.91666667
"Marret et al., 1476",Aliağa5,38.76666667,26.91666667
"Marret et al., 1477",Aliağa6,38.76666667,26.91666667
"Marret et al., 1478",Aliağa7,38.75,26.91666667
"Marret et al., 1479",Aliağa8,38.7666,26.91666667
"Marret et al., 1480",IB14,38.45,27.13333333
"Marret et al., 1481",IB15,38.41666667,27.11666667
"Marret et al., 1482",IB16,38.41666667,27.03333333
"Marret et al., 1483",IB17,38.41666667,26.96666667
"Marret et al., 1484",IB18,38.38333333,26.91666667
"Marret et al., 1485",IB19,38.41666667,26.83333333
"Marret et al., 1486",IB20,38.38333333,26.76666667
"Marret et al., 1487",IB21,38.48333333,26.78333333
"Marret et al., 1488",IB22,38.43333333,26.63333333
"Marret et al., 1489",IB23,38.56666667,26.76666667
"Marret et al., 1490",IB24,38.56666667,26.58333333
"Marret et al., 1491",IB25,38.63333333,26.63333333
"Marret et al., 1492",GGST1,40.44,29.06
"Marret et al., 1493",GGST2,40.41,29.02
"Marret et al., 1494",GGST3,40.42,28.9
"Marret et al., 1495",GGST4,40.45,28.82
"Marret et al., 1496",GGST5,40.45,28.73
"Marret et al., 1497",FCB5,-54.85,-68.55
"Marret et al., 1498",FCB4,-54.85,-68.55
"Marret et al., 1499",FCB6,-54.83,-68.35
"Marret et al., 1500",FCB9,-54.8,-68.3
"Marret et al., 1501",FCB8,-54.8,-68.28
"Marret et al., 1502",FCB7,-54.8,-68.26
"Marret et al., 1503",FCB29,-54.8,-68.26
"Marret et al., 1504",FCB28,-54.8,-68.25
"Marret et al., 1505",FCB27,-54.8,-68.21
"Marret et al., 1506",FCB24,-54.83,-68.18
"Marret et al., 1507",FCB11,-54.85,-68.05
"Marret et al., 1508",FCB22,-54.85,-67.93
"Marret et al., 1509",FCB10,-54.86,-67.85
"Marret et al., 1510",FCB21,-54.86,-67.81
"Marret et al., 1511",FCB3,-54.86,-67.75
"Marret et al., 1512",FCB2,-54.86,-67.55
"Marret et al., 1513",FCB1,-54.85,-67.05
"Marret et al., 1514",FCB4b,-54.86,-67.55
"Marret et al., 1515",FCB16,-54.88,-67.36
"Marret et al., 1516",FCB14,-54.88,-67.28
"Marret et al., 1517",FCB12,-54.91,-67.21
"Marret et al., 1518",FCB13,-54.9,-67.2
"Marret et al., 1519",Mu,18.79,72.72
"Marret et al., 1520",G1,15.5,73.64
"Marret et al., 1521",G2,15.43,73.7
"Marret et al., 1522",G3,15.41,73.68
"Marret et al., 1523",G4,15.14,73.78
"Marret et al., 1524",G5,15.07,73.77
"Marret et al., 1525",K1,14.79,73.66
"Marret et al., 1526",K2,14.81,73.71
"Marret et al., 1527",K3,14.63,73.74
"Marret et al., 1528",Co,13.57,74.52
"Marret et al., 1529",M1,12.92,74.69
"Marret et al., 1530",M2,12.95,74.46
"Marret et al., 1531",M3,12.85,74.52
"Marret et al., 1532",Cn1,11.88,75.1
"Marret et al., 1533",Cn2,11.81,75.08
"Marret et al., 1534",Te,11.72,75.18
"Marret et al., 1535",C1,11.23,75.59
"Marret et al., 1536",C2,11.28,75.33
"Marret et al., 1537",C3,11.2,75.41
"Marret et al., 1538",Po,10.77,75.73
"Marret et al., 1539",Ko1,10,75.82
"Marret et al., 1540",Ko2,9.97,75.87
"Marret et al., 1541",Ko3,9.92,75.85
"Marret et al., 1542",Am,9.48,76.09
"Marret et al., 1543",Tr2,8.42,76.89
"Marret et al., 1544",VH1,17.695,83.284
"Marret et al., 1545",VH2,17.7,83.283
"Marret et al., 1546",VH3,17.707,83.285
"Marret et al., 1547",VH4,17.703,83.286
"Marret et al., 1548",VH5,17.7,83.285
"Marret et al., 1549",VH6,17.693,83.285
"Marret et al., 1550",VH7,17.69,83.283
"Marret et al., 1551",VH8,17.69,83.279
"Marret et al., 1552",VH9,17.692,83.274
"Marret et al., 1553",VH10,17.692,83.277
"Marret et al., 1554",VH11,17.686,83.286
"Marret et al., 1555",VH12,17.686,83.289
"Marret et al., 1556",VH13,17.686,83.292
"Marret et al., 1557",VH14,17.686,83.296
"Marret et al., 1558",VH15,17.687,83.298
"Marret et al., 1559",VH16,17.689,83.299
"Marret et al., 1560",VH17,17.688,83.301
"Marret et al., 1561",VH18,17.69,83.3
"Marret et al., 1562",VH19,17.691,83.301
"Marret et al., 1563",VH20,17.689,83.303
"Marret et al., 1564",VH21,17.685,83.303
"Marret et al., 1565",VH22,17.681,83.306
"Marret et al., 1566",VH23,17.684,83.298
"Marret et al., 1567",VH24,17.694,83.306
"Marret et al., 1568",5801–3,29.415,34.91166667
"Marret et al., 1569",5802–2,29.5075,34.96133333
"Marret et al., 1570",5803–2,29.516,34.967
"Marret et al., 1571",5804–2,29.50116667,34.95733333
"Marret et al., 1572",5806–2,29.37916667,34.88833333
"Marret et al., 1573",5808–3,29.48433333,34.93916667
"Marret et al., 1574",5809–2,29.50666667,34.956
"Marret et al., 1575",5810–3,29.5035,34.96216667
"Marret et al., 1576",5812–2,29.519,34.96316667
"Marret et al., 1577",5813–1,29.522,34.965
"Marret et al., 1578",5815–1,29.51066667,34.983
"Marret et al., 1579",5823–1,26.421,35.66983333
"Marret et al., 1580",5824–1,26.48533333,35.82533333
"Marret et al., 1581",5825–1,26.50783333,35.949
"Marret et al., 1582",5828–1,26.34633333,35.40216667
"Marret et al., 1583",5831–1,27.08833333,35.56633333
"Marret et al., 1584",5832–1,27.05333333,35.40533333
"Marret et al., 1585",5837–1,27.6115,34.86416667
"Marret et al., 1586",5838–1,27.57566667,34.736
"Marret et al., 1587",5839–2,27.58066667,34.79866667
"Marret et al., 1588",5840–1,27.52766667,34.68733333
"Marret et al., 1589",5842–1,27.71166667,35.04733333
"Marret et al., 1590",5843–2,27.87816667,34.96933333
"Marret et al., 1591",5844–1,27.7135,34.68233333
"Marret et al., 1592",JDW,21.52972,108.12813
"Marret et al., 1593",JDS,21.52972,108.12813
"Marret et al., 1594",LAW,18.43297,110.06086
"Marret et al., 1595",LAS,18.43297,110.06086
"Marret et al., 1596",LMW,21.75978,108.54811
"Marret et al., 1597",LZW,21.49919,109.07636
"Marret et al., 1598",LZS,21.49919,109.07636
"Marret et al., 1599",MCW,19.94561,110.02294
"Marret et al., 1600",MCS,19.94561,110.02294
"Marret et al., 1601",HB4,60.18,-79.29
"Marret et al., 1602",HB5,58.42,-78.36
"Marret et al., 1603",HB6,55.4,-77.98
"Marret et al., 1604",HB7,55.44,-80.54
"Marret et al., 1605",HB8,56.72,-80.81
"Marret et al., 1606",HB9,55.53,-84.95
"Marret et al., 1607",HB10,59.06,-87.55
"Marret et al., 1608",HB11,58.73,-91.49
"Marret et al., 1609",HB12,59.98,-91.96
"Marret et al., 1610",HB13,60.44,-89.36
"Marret et al., 1611",HB14,61.4,-86.22
"Marret et al., 1612",HB3,62.76,-79
"Marret et al., 1613",HB15,63.05,-74.31
"Marret et al., 1614",B-9403,-5.492,103.619
"Marret et al., 1615",B-9411,-0.459,97.605
"Marret et al., 1616",B-9412,-0.823,97.901
"Marret et al., 1617",B-9415,0.837,98.186
"Marret et al., 1618",B-9422,5.176,93.738
"Marret et al., 1619",B-9426,5.903,94.386
"Marret et al., 1620",B-9427,5.34,94.305
"Marret et al., 1621",B-9429,3.285,94.773
"Marret et al., 1622",B-9430,1.937,96.057
"Marret et al., 1623",B-9432,0.409,97.302
"Marret et al., 1624",B-9433,-1.372,99.691
"Marret et al., 1625",B-9434,-1.753,98.459
"Marret et al., 1626",B-9438,-2.907,97.74
"Marret et al., 1627",B-9439,-3.324,99.987
"Marret et al., 1628",B-9440,-3.169,100.023
"Marret et al., 1629",B-9441,-5.111,101.852
"Marret et al., 1630",B-9450,-6.025,104.968
"Marret et al., 1631",B-9451,-6.225,104.836
"Marret et al., 1632",B-9452,-6.335,104.99
"Marret et al., 1633",FR10/95 GC-1,-12.039,128
"Marret et al., 1634",FR10/95 GC-11,-17.6428,114.9988
"Marret et al., 1635",FR10/95 GC-12,-18.245,114.9938
"Marret et al., 1636",FR10/95 GC-13,-18.821,113.974
"Marret et al., 1637",FR10/95 GC-14,-20.0451,112.6621
"Marret et al., 1638",FR10/95 GC-17,-22.129,113.5018
"Marret et al., 1639",FR10/95 GC-18,-22.994,112.831
"Marret et al., 1640",FR10/95 GC-2,-12.5476,126.2473
"Marret et al., 1641",FR10/95 GC-20,-24.7445,111.8291
"Marret et al., 1642",FR10/95 GC-21,-25.9963,111.6348
"Marret et al., 1643",FR10/95 GC-22,-26.992,112.0051
"Marret et al., 1644",FR10/95 GC-23,-28.745,112.7828
"Marret et al., 1645",FR10/95 GC-24,-28.7506,113.0645
"Marret et al., 1646",FR10/95 GC-25,-28.7321,113.368
"Marret et al., 1647",FR10/95 GC-26,-29.2403,113.558
"Marret et al., 1648",FR10/95 GC-27,-30.5023,114.2773
"Marret et al., 1649",FR10/95 GC-28,-30.0813,114.1418
"Marret et al., 1650",FR10/95 GC-29,-30.9918,114.5895
"Marret et al., 1651",FR10/95 GC-4,-13.9196,122.0251
"Marret et al., 1652",FR10/95 GC-5,-14.0091,121.0251
"Marret et al., 1653",FR10/95 GC-6,-14.3278,121.1635
"Marret et al., 1654",FR10/95 GC-7,-14.7097,120.5457
"Marret et al., 1655",FR10/95 GC-8,-14.9161,120.9581
"Marret et al., 1656",FR10/95 GC-9,-18.1272,118.0153
"Marret et al., 1657",FR2/96 GC-1,-31.1106,114.5481
"Marret et al., 1658",FR2/96 GC-2,-29.3491,112.9485
"Marret et al., 1659",FR2/96 GC-27,-18.5618,116.2668
"Marret et al., 1660",FR2/96 GC-28,-18.7988,116.3371
"Marret et al., 1661",FR2/96 GC-29,-18.9635,116.392
"Marret et al., 1662",FR2/96 GC-3,-29.2963,112.943
"Marret et al., 1663",FR2/96 GC-4,-28.717,113.3886
"Marret et al., 1664",FR2/96 GC-5,-28.3925,113.1595
"Marret et al., 1665",FR2/96 GC-6,-28.4201,112.2895
"Marret et al., 1666",FR2/96 GC-7,-26.9793,111.3355
"Marret et al., 1667",GeoB10015-1,1.63,96.89
"Marret et al., 1668",GeoB10022-6,-0.5,98.85
"Marret et al., 1669",GeoB10025-3,-0.67,99.12
"Marret et al., 1670",GeoB10027-3,-0.81,99.65
"Marret et al., 1671",GeoB10028-4,-0.7,99.76
"Marret et al., 1672",GeoB10029-3,-1.5,100.13
"Marret et al., 1673",GeoB10031-3,-1.7,99.6
"Marret et al., 1674",GeoB10036-3,-5.34,103.66
"Marret et al., 1675",GeoB10041-3,-6.27,103.085
"Marret et al., 1676",GeoB10058-1,-8.68,112.64
"Marret et al., 1677",SHI-9011,-7.4486,122.3813
"Marret et al., 1678",SHI-9013,-6.4293,125.0873
"Marret et al., 1679",SHI-9016,-8.4558,128.238
"Marret et al., 1680",SHI-9017,-8.9924,128.2817
"Marret et al., 1681",SHI-9018,-8.1023,126.0786
"Marret et al., 1682",SHI-9019,-8.7183,122.8233
"Marret et al., 1683",SHI-9020,-10.9891,121.9679
"Marret et al., 1684",SHI-9022,-11.5907,122.0633
"Marret et al., 1685",SHI-9025,-10.3966,118.66
"Marret et al., 1686",SHI-9028,-10.5238,114.9557
"Marret et al., 1687",SHI-9035,-8.705,111.3933
"Marret et al., 1688",SHI-9037,-8.9166,108.3466
"Marret et al., 1689",SHI-9038,-9.295,108.11
"Marret et al., 1690",SHI-9039,-9.43,107.91
"Marret et al., 1691",SHI-9040,-7.6866,107.455
"Marret et al., 1692",SHI-9041,-7.78,107.115
"Marret et al., 1693",SHI-9043,-7.3261,104.5441
"Marret et al., 1694",SHI-9045,-5.6543,101.9033
"Marret et al., 1695",SHI-9047,-4.9895,102.1338
"Marret et al., 1696",SHI-9048,-5.5358,107.6596
"Marret et al., 1697",SO189-02MC,-5.4778,103.0116833
"Marret et al., 1698",SO189-09MC,-4.159466667,101.6371833
"Marret et al., 1699",SO189-101MC,2.487083333,97.12095
"Marret et al., 1700",SO189-104MC,3.1952,96.77823333
"Marret et al., 1701",SO189-112MC,3.874516667,96.0074
"Marret et al., 1702",SO189-114MC,3.492433333,95.33106667
"Marret et al., 1703",SO189-118MC,3.517916667,96.31455
"Marret et al., 1704",SO189-11MC,-3.829866667,101.2295167
"Marret et al., 1705",SO189-121MC,3.274983333,96.1538
"Marret et al., 1706",SO189-139MC,1.759566667,96.77391667
"Marret et al., 1707",SO189-146MC,0.41,98.26
"Marret et al., 1708",SO189-147MC,-0.686333333,98.0705
"Marret et al., 1709",SO189-17MC,-3.35,100.97
"Marret et al., 1710",SO189-18MC,-3.36,100.98
"Marret et al., 1711",SO189-27MC,-1.8755,99.61183333
"Marret et al., 1712",SO189-28MC,-1.66605,99.68046667
"Marret et al., 1713",SO189-31MC,-1.296633333,99.71965
"Marret et al., 1714",SO189-32MC,-1.616666667,100.0001667
"Marret et al., 1715",SO189-34MC,-1.296633333,99.71965
"Marret et al., 1716",SO189-35MC,-0.87,99.79533333
"Marret et al., 1717",SO189-38MC,-0.789666667,99.90833333
"Marret et al., 1718",SO189-48MC,0.95,98.13
"Marret et al., 1719",SO189-52MC,0.99,98.05
"Marret et al., 1720",SO189-53MC,0.995066667,98.02983333
"Marret et al., 1721",SO189-59MC,1.1549,98.06613333
"Marret et al., 1722",SO189-60MC,1.449533333,98.04531667
"Marret et al., 1723",SO189-64MC,1.992833333,97.79033333
"Marret et al., 1724",SO189-72MC,2.8299,96.38516667
"Marret et al., 1725",SO189-76MC,2.816666667,96.6135
"Marret et al., 1726",SO189-80MC,2.9511,96.4997
"Marret et al., 1727",SO189-84MC,2.9905,96.22016667
"Marret et al., 1728",SO189-87MC,3.01125,96.2526
"Marret et al., 1729",SO189-89MC,2.783333333,96.41628333
"Marret et al., 1730",A0,37.65,121.3666667
"Marret et al., 1731",A1,37.63333333,121.35
"Marret et al., 1732",A2,37.63333333,121.3333333
"Marret et al., 1733",A3,37.63333333,121.3666667
"Marret et al., 1734",A4,37.61666667,121.3666667
"Marret et al., 1735",A5,37.63333333,121.3833333
"Marret et al., 1736",A6,37.61666667,121.4
"Marret et al., 1737",B0,37.6,121.45
"Marret et al., 1738",B1,37.56666667,121.4333333
"Marret et al., 1739",B2,37.56666667,121.45
"Marret et al., 1740",B3,37.55,121.4166667
"Marret et al., 1741",B4,37.58333333,121.4666667
"Marret et al., 1742",C0,37.53333333,121.4666667
"Marret et al., 1743",C1,37.53333333,121.4833333
"Marret et al., 1744",C2,37.53333333,121.5333333
"Marret et al., 1745",C3,37.51666667,121.5333333
"Marret et al., 1746",C4,37.48333333,121.5666667
"Marret et al., 1747",D1,37.61666667,121.5666667
"Marret et al., 1748",D2,37.6,121.5666667
"Marret et al., 1749",D3,37.6,121.5333333
"Marret et al., 1750",E1,37.45,121.55
"Marret et al., 1751",E2,37.46666667,121.5833333
"Marret et al., 1752",BS1,59.1,164.2833333
"Marret et al., 1753",BS2,59.23333333,163.0833333
"Marret et al., 1754",BS3,60.21666667,166.8
"Marret et al., 1755",BS4,60.4,167.05
"Marret et al., 1756",BS5,59.98333333,170.6666667
"Marret et al., 1757",BS6,60.35,170.925
"Marret et al., 1758",BS7,60.58333333,171.55
"Marret et al., 1759",BS8,60.71666667,171.6333333
"Marret et al., 1760",BS9,61.01666667,172.1
"Marret et al., 1761",BS10,61.11666667,172.25
"Marret et al., 1762",BS11,61.43333333,172.9
"Marret et al., 1763",BS12,61.58333333,173.65
"Marret et al., 1764",BS13,64.46666667,-171.1333333
"Marret et al., 1765",BS14,64.61666667,-171.15
"Marret et al., 1766",BS15,64.76666667,-172.85
"Marret et al., 1767",BS16,64.9,-171.5333333
"Marret et al., 1768",BS17,65.61666667,-169.1333333
"Marret et al., 1769",BS18,65.83333333,-169.4833333
"Marret et al., 1770",BS19,66.16666667,-168.1833333
"Marret et al., 1771",SK1,34.8616904,128.3438601
"Marret et al., 1772",SK2,34.8568078,128.3571188
"Marret et al., 1773",SK3,34.8629317,128.3758009
"Marret et al., 1774",SK4,34.8651798,128.3959164
"Marret et al., 1775",SK5,34.8372971,128.315054
"Marret et al., 1776",SK6,34.8619646,128.174278
"Marret et al., 1777",SK7,34.9176909,128.3245351
"Marret et al., 1778",SK8,34.7951901,128.3795149
"Marret et al., 1779",SK9,34.77333333,128.3922222
"Marret et al., 1780",SK10,34.77888889,128.3802778
"Marret et al., 1781",SK11,34.77277778,128.3677778
"Marret et al., 1782",SK12,34.76888889,128.3780556
"Marret et al., 1783",SK13,34.7675,128.3891667
"Marret et al., 1784",SK14,34.76166667,128.3975
"Marret et al., 1785",SK15,34.75583333,128.3966667
"Marret et al., 1786",SK16,34.75555556,128.3872222
"Marret et al., 1787",SK17,34.75722222,128.3769444
"Marret et al., 1788",SK18,34.76527778,128.3652778
"Marret et al., 1789",SK19,34.75666667,128.3602778
"Marret et al., 1790",SK20,34.75027778,128.3672222
"Marret et al., 1791",SK21,34.74638889,128.3786111
"Marret et al., 1792",SK22,34.745,128.3897222
"Marret et al., 1793",SK23,34.74166667,128.3963889
"Marret et al., 1794",mc02,14.5686,80.5852
"Marret et al., 1795",mc03,14.567,80.4578
"Marret et al., 1796",mc07,15.4847,80.4847
"Marret et al., 1797",mc10,15.2874,80.5424
"Marret et al., 1798",mc13,15.2201,80.6394
"Marret et al., 1799",mc14,15.18,80.6881
"Marret et al., 1800",mc17,15.2669,81.7988
"Marret et al., 1801",mc19,15.6118,81.4839
"Marret et al., 1802",mc20,15.7579,81.3451
"Marret et al., 1803",mc22,15.7842,81.3049
"Marret et al., 1804",mc23,15.8124,81.3064
"Marret et al., 1805",mc27,15.8164,81.6864
"Marret et al., 1806",mc29,16.578,82.3764
"Marret et al., 1807",mc31,16.5732,82.4071
"Marret et al., 1808",mc32,16.5188,82.4329
"Marret et al., 1809",mc33,16.4724,82.443
"Marret et al., 1810",mc34,16.4429,82.4711
"Marret et al., 1811",mc35,16.424,82.5207
"Marret et al., 1812",mc36,16.3314,82.5956
"Marret et al., 1813",mc37,16.2373,82.6742
"Marret et al., 1814",mc38,16.0649,82.8246
"Marret et al., 1815",mc40,17.4953,83.0993
"Marret et al., 1816",mc39,17.438,83.2059
"Marret et al., 1817",mc41,17.4192,83.3444
"Marret et al., 1818",mc42,17.2923,83.5006
"Marret et al., 1819",mc43,17.2586,83.5227
"Marret et al., 1820",mc44,17.2304,83.5267
"Marret et al., 1821",mc45,17.2016,83.5611
"Marret et al., 1822",mc46,17.1679,83.5846
"Marret et al., 1823",mc47,17.1344,83.6116
"Marret et al., 1824",mc48,17.0963,83.6465
"Marret et al., 1825",mc49,18.1943,84.0772
"Marret et al., 1826",mc51,18.1323,84.2706
"Marret et al., 1827",mc52,18.0873,84.3251
"Marret et al., 1828",mc53,18.0829,84.3338
"Marret et al., 1829",mc56,17.8963,84.4882
"Marret et al., 1830",mc55,18.0255,84.3977
"Marret et al., 1831",mc59,18.4353,85.7802
"Marret et al., 1832",mc60,18.6671,85.6194
"Marret et al., 1833",mc61,18.7829,85.523
"Marret et al., 1834",mc62,18.873,85.4733
"Marret et al., 1835",mc64,18.9307,85.4341
"Marret et al., 1836",mc65,18.9942,85.3802
"Marret et al., 1837",mc66,19.1494,85.2582
"Marret et al., 1838",mc67,19.2956,85.1685
"Marret et al., 1839",mc68,19.3648,85.1309
"Marret et al., 1840",mc69,19.817,86.5566
"Marret et al., 1841",mc71,19.7525,86.6195
"Marret et al., 1842",YS1,36.925,125.345
"Marret et al., 1843",YS2,36.925,125.1283333
"Marret et al., 1844",YS3,36.925,124.1283333
"Marret et al., 1845",YS4,36.925,123.6283333
"Marret et al., 1846",YS5,36.925,123.1283333
"Marret et al., 1847",YS6,35.855,125.5333333
"Marret et al., 1848",YS7,35.855,125.0333333
"Marret et al., 1849",YS8,35.66666667,124.4166667
"Marret et al., 1850",YS9,35.855,124.5333333
"Marret et al., 1851",YS10,36,124.5
"Marret et al., 1852",YS11,36,124.25
"Marret et al., 1853",YS12,35.855,124.0333333
"Marret et al., 1854",YS13,35.855,123.5333333
"Marret et al., 1855",YS14,35.855,123.0333333
"Marret et al., 1856",YS15,35.855,122.5333333
"Marret et al., 1857",YS16,35.02,125.7555556
"Marret et al., 1858",YS17,34.77638889,125.6930556
"Marret et al., 1859",YS18,34.5,125.5591667
"Marret et al., 1860",YS19,35.01638889,125.6711111
"Marret et al., 1861",YS20,34.77666667,125.5975
"Marret et al., 1862",YS21,34.5,125.475
"Marret et al., 1863",YS22,34.71666667,124.5333333
"Marret et al., 1864",YS23,34.71666667,124.0333333
"Marret et al., 1865",YS24,34.71666667,123.0333333
"Marret et al., 1866",YS25,34.71666667,122.5333333
"Marret et al., 1867",YS26,34.71666667,122.0333333
"Marret et al., 1868",YS27,34.71666667,121.5333333
"Marret et al., 1869",YS28,34.71666667,121.0333333
"Marret et al., 1870",YS29,33.88916667,125.8033333
"Marret et al., 1871",YS30,33.57833333,125.5333333
"Marret et al., 1872",YS31,33.57833333,125.0333333
"Marret et al., 1873",YS32,33.57833333,124.5333333
"Marret et al., 1874",YS33,33.57833333,124.0333333
"Marret et al., 1875",YS34,33.57833333,123.5333333
"Marret et al., 1876",YS35,33.57833333,123.0333333
"Marret et al., 1877",YS36,33.57833333,122.5333333
"Marret et al., 1878",YS37,33.57833333,122.0333333
"Marret et al., 1879",YJB1,34.77383333,127.4903333
"Marret et al., 1880",YJB2,34.73633333,127.5033333
"Marret et al., 1881",YJB3,34.705,127.5096667
"Marret et al., 1882",YJB4,34.658,127.5195
