location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,Age,pal_lat
748,Peridiniaceae,Deflandreoideae,Abratopdinium,kerguelense,NA,25% in A.p. expansa,"Mohr and Mao, 1997",0.25 in nan_e_Broinsonia parca expansa,FO,89.4975,-57.125125000000004
748,Peridiniaceae,Deflandreoideae,Abratopdinium,cardioforme,NA,60% in A.p. expansa,"Mohr and Mao, 1997",0.6 in nan_e_Broinsonia parca expansa,FO,88.864,-57.156800000000004
748,Peridiniaceae,Deflandreoideae,Abratopdinium,cardioforme,NA,25% CC24,"Mao and Mohr, 1992",0.25 in nan_n_CC24,LO,71.77499999999999,-61.630250000000004
748,Peridiniaceae,Deflandreoideae,Abratopdinium,kerguelense,NA,25% in CC24,"Mao and Mohr, 1992",0.25 in nan_n_CC24,LO,71.77499999999999,-61.630250000000004
748,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,67% in C. costatum,"Mohr and Mao, 1997",0.05 in stage_Campanian,FO,83.0605,-57.446975
748,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,25% in CC24,"Mao and Mohr, 1992",0.25 in nan_n_CC24,LO,71.77499999999999,-61.630250000000004
748,Peridiniaceae,Deflandreoideae,Alterbidinium,acutulum,NA,0% in N. watkinsii,"Mohr and Mao, 1997",0.8 in nan_n_CC23,FO,73.042,-61.00942
748,Order Gonyaulacales Family uncertain,uncertain,Exochosphaeridium,arnace,NA,20% CC24,"Mao and Mohr, 1992",0.2 in nan_n_CC24,FO,71.884,-61.57684
748,Order Gonyaulacales Family uncertain,uncertain,Exochosphaeridium,arnace,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Peridiniaceae,Deflandreoideae,Amphidiadema,denticulata,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Peridiniaceae,Deflandreoideae,Amphidiadema,denticulata,NA,20% in C. costata,"Mohr and Mao, 1997",0.95 in stage_Santonian,FO,83.771,-57.41145
748,Gonyaulacaceae,other,Amphorosphaeridium,fenestratum,NA,30% CC24,"Mao and Mohr, 1992",0.3 in nan_n_CC24,FO,71.666,-61.68366
748,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,maculatum,NA,33% CC22,"Mao and Mohr, 1992",0.33 in nan_n_CC22,FO,76.52629999999999,-59.302113000000006
748,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,maculatum,maculatum,40% in CC23,"Mao and Mohr, 1992",0.4 in nan_n_CC23,LO,74.486,-60.30186
748,Areoligeraceae,all,Areoligera,coronata,NA,10% CC22,"Mao and Mohr, 1992",0.1 in nan_n_CC22,FO,76.731,-59.20181
748,Areoligeraceae,all,Areoligera,senonensis,NA,80% in CC23,"Mao and Mohr, 1992",0.8 in nan_n_CC23,LO,73.042,-61.00942
748,Areoligeraceae,all,Areoligera,senonensis,NA,20% in C. costata,"Mohr and Mao, 1997",0.95 in stage_Santonian,FO,83.771,-57.41145
748,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,reticulata,NA,50% in A.p. expansa,"Mohr and Mao, 1997",0.5 in nan_e_Broinsonia parca expansa,FO,89.045,-57.14775
748,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,reticulata,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Peridiniaceae,Deflandreoideae,Bulbodinium,seitzii,NA,33% in A.p. expansa,"Mohr and Mao, 1997",0.33 in nan_e_Broinsonia parca expansa,FO,89.3527,-57.132365
748,Peridiniaceae,Deflandreoideae,Bulbodinium,seitzii,NA,40% in CC23,"Mao and Mohr, 1992",0.4 in nan_n_CC23,LO,74.486,-60.30186
748,Areoligeraceae,all,Canningia,reticulata,NA,100% in A.p. expansa,"Mohr and Mao, 1997",1 in nan_e_Broinsonia parca expansa,FO,88.14,-57.193
748,Areoligeraceae,all,Canningia,senonica,NA,60% in C. costatum,"Mohr and Mao, 1997",0.1 in stage_Campanian,FO,82.481,-57.475950000000005
748,Areoligeraceae,all,Canningia,senonica,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Areoligeraceae,all,Canningia,reticulata,NA,75% in CC23,"Mao and Mohr, 1992",0.75 in nan_n_CC23,LO,73.2225,-60.920975
748,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,15% in CC22,"Mohr and Mao, 1997",0.15 in nan_n_CC22,FO,76.6865,-59.223615
748,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,0% in CC23,"Mohr and Mao, 1997",0 in nan_n_CC23,LO,75.93,-59.5943
748,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,20% CC24,"Mao and Mohr, 1992",0.2 in nan_n_CC24,FO,71.884,-61.57684
748,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,utinensis,NA,40% in CC24,"Mao and Mohr, 1992",0.4 in nan_n_CC24,LO,71.448,-61.79048
748,Order Gonyaulacales Family uncertain,uncertain,Cassiculosphaeridia,reticulata,NA,0% in CC23,"Mohr and Mao, 1997",0 in nan_n_CC23,FO,75.93,-59.5943
748,Order Gonyaulacales Family uncertain,uncertain,Cassiculosphaeridia,reticulata,NA,50% in CC24,"Mohr and Mao, 1997",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Peridiniaceae,Deflandreoideae,Cerodinium,diebelii,NA,60% in CC22,"Mohr and Mao, 1997",0.6 in nan_n_CC22,FO,76.286,-59.41986
748,Peridiniaceae,Deflandreoideae,Cerodinium,diebelii,NA,25% in CC23,"Mohr and Mao, 1997",0.25 in nan_n_CC23,LO,75.0275,-60.036525
748,Peridiniaceae,Deflandreoideae,Chatangiella,biapertura,NA,50% in CC23,"Mao and Mohr, 1992",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Peridiniaceae,Deflandreoideae,Chatangiella,ditissima,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Chatangiella,ditissima,NA,55% in CC22,"Mao and Mohr, 1992",0.55 in nan_n_CC22,LO,76.3305,-59.398055
748,Peridiniaceae,Deflandreoideae,Eurydinium,ellipticum,NA,40% in CC23,"Mohr and Mao, 1997",0.4 in nan_n_CC23,FO,74.486,-60.30186
748,Peridiniaceae,Deflandreoideae,Eurydinium,eyrense,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Eurydinium,eyrense,NA,40% in CC22,"Mao and Mohr, 1992",0.4 in nan_n_CC22,LO,76.464,-59.33264
748,Peridiniaceae,Deflandreoideae,Chatangiella,granulifera,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Chatangiella,granulifera,NA,100% in CC22,"Mao and Mohr, 1992",1 in nan_n_CC22,LO,75.93,-59.5943
748,Peridiniaceae,Deflandreoideae,Eurydinium,ingramii,NA,80% CC22,"Mao and Mohr, 1992",0.8 in nan_n_CC22,FO,76.108,-59.50708
748,Peridiniaceae,Deflandreoideae,Eurydinium,ingramii,NA,20% in CC24,"Mao and Mohr, 1992",0.2 in nan_n_CC24,LO,71.884,-61.57684
748,Peridiniaceae,Deflandreoideae,Chatangiella,serratula,NA,60% in C. costatum,"Mohr and Mao, 1997",0.1 in stage_Campanian,FO,82.481,-57.475950000000005
748,Peridiniaceae,Deflandreoideae,Chatangiella,serratula,NA,25% in CC23,"Mohr and Mao, 1997",0.25 in nan_n_CC23,LO,75.0275,-60.036525
748,Peridiniaceae,Deflandreoideae,Chatangiella,spectabilis,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Chatangiella,spectabilis,NA,100% in CC22,"Mao and Mohr, 1992",1 in nan_n_CC22,LO,75.93,-59.5943
748,Peridiniaceae,Deflandreoideae,Eurydinium,tempestivum,NA,20% CC22,"Mao and Mohr, 1992",0.2 in nan_n_CC22,FO,76.642,-59.24542
748,Order Gonyaulacales Family uncertain,uncertain,Chlamydophorella,nyei,NA,60% in C. costatum,"Mohr and Mao, 1997",0.1 in stage_Campanian,FO,82.481,-57.475950000000005
748,Order Gonyaulacales Family uncertain,uncertain,Chlamydophorella,nyei,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,70.576,-62.217760000000006
748,Order Gonyaulacales Family uncertain,uncertain,Chlamydophorella,discreta,NA,20% in CC24,"Mao and Mohr, 1992",0.2 in nan_n_CC24,LO,71.884,-61.57684
748,Areoligeraceae,all,Circulodinium,colliveri,NA,0% in CC23,"Mohr and Mao, 1997",0 in nan_n_CC23,LO,75.93,-59.5943
748,Areoligeraceae,all,Circulodinium,distinctum,NA,100% in CC23,"Mohr and Mao, 1997",1 in nan_n_CC23,LO,72.32,-61.363200000000006
748,Peridiniaceae,Deflandreoideae,Trithyrodinium,evittii,NA,70% in CC24,"Mao and Mohr, 1992",0.7 in nan_n_CC24,LO,70.794,-62.11094
748,Peridiniaceae,Deflandreoideae,Trithyrodinium,evittii,NA,20% in C. costata,"Mohr and Mao, 1997",0.95 in stage_Santonian,FO,83.771,-57.41145
748,Areoligeraceae,all,Cyclonephelium,brevispinatum,NA,50% in A.p. expansa,"Mohr and Mao, 1997",0.5 in nan_e_Broinsonia parca expansa,FO,89.045,-57.14775
748,Areoligeraceae,all,Cyclonephelium,crassimarginatum,NA,58% Campanian,"Mohr and Mao, 1997",0.58 in stage_Campanian,LO,76.9178,-59.110278
748,Areoligeraceae,all,Cyclonephelium,hughesii,NA,10% CC22,"Mao and Mohr, 1992",0.1 in nan_n_CC22,FO,76.731,-59.20181
748,Areoligeraceae,all,Cyclonephelium,hughesii,NA,20% in CC22,"Mao and Mohr, 1992",0.2 in nan_n_CC22,LO,76.642,-59.24542
748,Areoligeraceae,all,Cyclonephelium,paucimarginatum,NA,80% CC22,"Mao and Mohr, 1992",0.8 in nan_n_CC22,FO,76.108,-59.50708
748,Areoligeraceae,all,Cyclonephelium,brevispinatum,NA,35% in CC23,"Mao and Mohr, 1992",0.35 in nan_n_CC23,LO,74.6665,-60.213415
748,Areoligeraceae,all,Cyclonephelium,compactum,NA,40% in CC23,"Mao and Mohr, 1992",0.4 in nan_n_CC23,LO,74.486,-60.30186
748,Areoligeraceae,all,Cyclonephelium,paucimarginatum,NA,50% in CC23,"Mao and Mohr, 1992",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Areoligeraceae,all,Cyclonephelium,longispinosum,NA,80% in CC23,"Mao and Mohr, 1992",0.8 in nan_n_CC23,LO,73.042,-61.00942
748,Peridiniaceae,Palaeoperidinioideae,Diconodinium,psilatum,NA,33% CC24,"Mao and Mohr, 1992",0.33 in nan_n_CC24,FO,71.6006,-61.715706
748,Peridiniaceae,Palaeoperidinioideae,Diconodinium,psilatum,NA,100% in CC22,"Mohr and Mao, 1997",1 in nan_n_CC22,LO,75.93,-59.5943
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,digitus,NA,75% in A.p. expansa,"Mohr and Mao, 1997",0.75 in nan_e_Broinsonia parca expansa,LO,88.5925,-57.170375
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,albertii,NA,100% in CC22,"Mao and Mohr, 1992",1 in nan_n_CC22,LO,75.93,-59.5943
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,albertii,NA,95% CC22,"Mao and Mohr, 1992",0.95 in nan_n_CC22,FO,75.9745,-59.572494999999996
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,digitus,NA,10% CC23,"Mao and Mohr, 1992",0.1 in nan_n_CC23,FO,75.569,-59.77119
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,undulosum,NA,50% CC23,"Mao and Mohr, 1992",0.5 in nan_n_CC23,FO,74.125,-60.47875
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,undulosum,NA,50% in CC23,"Mao and Mohr, 1992",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,longicorne,NA,10% in CC24,"Mao and Mohr, 1992",0.1 in nan_n_CC24,LO,72.10199999999999,-61.470020000000005
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,westralium,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Ptychodiscaceae,Dinogymnioideae,Dinogymnium,westralium,NA,15% in C. costatum,"Mohr and Mao, 1997",0.9 in stage_Santonian,FO,83.902,-57.4049
748,Order Gonyaulacales Family uncertain,uncertain,Downiesphaeridium,armatum,NA,0% in CC22,"Mohr and Mao, 1997",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Order Gonyaulacales Family uncertain,uncertain,Downiesphaeridium,armatum,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Order Gonyaulacales Family uncertain,uncertain,Downiesphaeridium,flexuosum,NA,60% in CC23,"Mao and Mohr, 1992",0.6 in nan_n_CC23,LO,73.764,-60.655640000000005
748,Order Gonyaulacales Family uncertain,uncertain,Elytrocysta,druggii,NA,0% in CC22,"Mohr and Mao, 1997",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Order Gonyaulacales Family uncertain,uncertain,Elytrocysta,druggii,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,70.576,-62.217760000000006
748,Peridiniaceae,Deflandreoideae,Eucladinium,gambangense,NA,50% CC23,"Mao and Mohr, 1992",0.5 in nan_n_CC23,FO,74.125,-60.47875
748,Peridiniaceae,Deflandreoideae,Eucladinium,gambangense,NA,60% in CC24,"Mao and Mohr, 1992",0.6 in nan_n_CC24,LO,71.012,-62.00412
748,Peridiniaceae,Deflandreoideae,Eucladinium,madurense,NA,100% in A.p. expansa,"Mohr and Mao, 1997",1 in nan_e_Broinsonia parca expansa,FO,88.14,-57.193
748,Peridiniaceae,Deflandreoideae,Eucladinium,madurense,NA,67% in CC23,"Mao and Mohr, 1992",0.67 in nan_n_CC23,LO,73.51129999999999,-60.77946300000001
748,Peridiniaceae,Deflandreoideae,Eucladinium,spinossissum,NA,67% in Campanian,"Mohr and Mao, 1997",0.67 in stage_Campanian,LO,75.8747,-59.621397
748,Peridiniaceae,Deflandreoideae,Eucladinium,spinossissum,NA,10% CC22,"Mao and Mohr, 1992",0.1 in nan_n_CC22,FO,76.731,-59.20181
748,Peridiniaceae,Deflandreoideae,Eurydinium,tempestivum,NA,75% in CC24,"Mao and Mohr, 1992",0.75 in nan_n_CC24,LO,70.685,-62.16435
748,Peridiniaceae,Deflandreoideae,Chatangiella,tripartita,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Chatangiella,tripartita,NA,0% CC22,"Mohr and Mao, 1997",0 in nan_n_CC22,LO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Chatangiella,verrucosa,NA,25% CC22,"Mao and Mohr, 1992",0.25 in nan_n_CC22,FO,76.5975,-59.267225
748,Peridiniaceae,Deflandreoideae,Chatangiella,verrucosa,NA,60% in CC23,"Mao and Mohr, 1992",0.6 in nan_n_CC23,LO,73.764,-60.655640000000005
748,Peridiniaceae,Deflandreoideae,Chatangiella,victoriensis,NA,0% CC22,"Mao and Mohr, 1992",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Chatangiella,victoriensis,NA,100% in CC22,"Mao and Mohr, 1992",1 in nan_n_CC22,LO,75.93,-59.5943
748,Peridiniaceae,Deflandreoideae,Alterbidinium,minus,NA,60% in CC24,"Mao and Mohr, 1992",0.6 in nan_n_CC24,LO,71.012,-62.00412
748,Peridiniaceae,Deflandreoideae,Alterbidinium,minus,NA,20% in C. costatum,"Mohr and Mao, 1997",0.95 in stage_Santonian,FO,83.771,-57.41145
748,Order Gonyaulacales Family uncertain,uncertain,Exochosphaeridium,multifurcatum,NA,65% in CC23,"Mao and Mohr, 1992",0.65 in nan_n_CC23,LO,73.5835,-60.744085
748,Order Gonyaulacales Family uncertain,uncertain,Exochosphaeridium,phragmites,NA,0% CC23,"Mao and Mohr, 1992",0 in nan_n_CC23,FO,75.93,-59.5943
748,Gonyaulacaceae,Cribroperidinioideae,Florentinia,mantellii,NA,10% in CC22,"Mao and Mohr, 1992",0.1 in nan_n_CC22,LO,76.731,-59.20181
748,misc,misc,Fromea,chytra,NA,50% in C. costatum,"Mohr and Mao, 1997",0 in stage_Campanian,FO,83.64,-57.418
748,misc,misc,Fromea,chytra,NA,10% CC24,"Mao and Mohr, 1992",0.1 in nan_n_CC24,LO,72.10199999999999,-61.470020000000005
748,Cladopyxiaceae,all,Gillinia,hymenophora,NA,50% in B. dentata,"Mohr and Mao, 1997",0.16 in stage_Campanian,FO,81.7856,-57.51072
748,Cladopyxiaceae,all,Gillinia,hymenophora,NA,40% in CC23,"Mohr and Mao, 1997",0.4 in nan_n_CC23,LO,74.486,-60.30186
748,misc,misc,Gymnodinium,longicorne,NA,95% CC22,"Mao and Mohr, 1992",0.95 in nan_n_CC22,FO,75.9745,-59.572494999999996
748,Order Gonyaulacales Family uncertain,uncertain,Heterosphaeridium,conjunctum,NA,20% CC22,"Mao and Mohr, 1992",0.2 in nan_n_CC22,FO,76.642,-59.24542
748,Order Gonyaulacales Family uncertain,uncertain,Heterosphaeridium,cordiforme,NA,80% CC23,"Mao and Mohr, 1992",0.8 in nan_n_CC23,FO,73.042,-61.00942
748,Order Gonyaulacales Family uncertain,uncertain,Heterosphaeridium,cordiforme,NA,25% in CC24,"Mao and Mohr, 1992",0.25 in nan_n_CC24,LO,71.77499999999999,-61.630250000000004
748,Order Gonyaulacales Family uncertain,uncertain,Heterosphaeridium,heteracanthum,NA,75% in CC24,"Mao and Mohr, 1992",0.75 in nan_n_CC24,LO,70.685,-62.16435
748,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,pulchrum,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Gonyaulacaceae,Gonyaulacoideae,Hystrichodinium,pulchrum,NA,33% in C. costatum,"Mohr and Mao, 1997",0.95 in stage_Santonian,FO,83.771,-57.41145
748,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,cristatum,NA,50% in A. P. expansa,"Mohr and Mao, 1997",0.5 in nan_e_Broinsonia parca expansa,FO,89.045,-57.14775
748,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,cristatum,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,70.576,-62.217760000000006
748,Peridiniaceae,Deflandreoideae,Isabelidinium,thomasii,NA,60% in A. p. expansa,"Mohr and Mao, 1997",0.6 in nan_e_Broinsonia parca expansa,FO,88.864,-57.156800000000004
748,Peridiniaceae,Deflandreoideae,Isabelidinium,korojonense,NA,50% in C. costatum,"Mohr and Mao, 1997",0 in stage_Campanian,FO,83.64,-57.418
748,Peridiniaceae,Deflandreoideae,Isabelidinium,magnum,NA,52% Campanian,"Mohr and Mao, 1997",0.52 in stage_Campanian,LO,77.61319999999999,-58.769532000000005
748,Peridiniaceae,Deflandreoideae,Isabelidinium,microarmum,NA,52% Campanian,"Mohr and Mao, 1997",0.52 in stage_Campanian,LO,77.61319999999999,-58.769532000000005
748,Peridiniaceae,Deflandreoideae,Isabelidinium,acuminatum,NA,100% in CC22,"Mohr and Mao, 1997",1 in nan_n_CC22,LO,75.93,-59.5943
748,Peridiniaceae,Deflandreoideae,Isabelidinium,bakeri,NA,0% in CC22,"Mohr and Mao, 1997",0 in nan_n_CC22,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Isabelidinium,magnum,NA,90% CC22,"Mao and Mohr, 1992",0.9 in nan_n_CC22,FO,76.019,-59.550689999999996
748,Peridiniaceae,Deflandreoideae,Isabelidinium,cretaceum,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,FO,74.125,-60.47875
748,Peridiniaceae,Deflandreoideae,Isabelidinium,pellucidum,NA,10% in CC23,"Mohr and Mao, 1997",0.1 in nan_n_CC23,FO,75.569,-59.77119
748,Peridiniaceae,Deflandreoideae,Isabelidinium,bakeri,NA,55% in CC24,"Mao and Mohr, 1992",0.55 in nan_n_CC24,LO,71.121,-61.95071
748,Peridiniaceae,Deflandreoideae,Isabelidinium,cooksoniae,NA,25% in CC24,"Mohr and Mao, 1997",0.25 in nan_n_CC24,LO,71.77499999999999,-61.630250000000004
748,Peridiniaceae,Deflandreoideae,Isabelidinium,cretaceum,NA,50% in CC24,"Mohr and Mao, 1997",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Peridiniaceae,Deflandreoideae,Isabelidinium,korojonense,NA,75%in CC24,"Mao and Mohr, 1992",0.75 in nan_n_CC24,LO,70.685,-62.16435
748,Peridiniaceae,Deflandreoideae,Isabelidinium,thomasii,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Peridiniaceae,Deflandreoideae,Isabelidinium,acuminatum,NA,50% in G. diabolum,"Mohr and Mao, 1997",0.75 in nan_e_Marthasterites furcatus,FO,77.19,-58.9769
748,Gonyaulacaceae,Cribroperidinioideae,Kallosphaeridium,granulatum,NA,30% CC24,"Mao and Mohr, 1992",0.3 in nan_n_CC24,FO,71.666,-61.68366
748,Gonyaulacaceae,Cribroperidinioideae,Kallosphaeridium,granulatum,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Gonyaulacaceae,Cribroperidinioideae,Kallosphaeridium,helbyi,NA,100% in CC24,"Mao and Mohr, 1992",1 in nan_n_CC24,LO,70.14,-62.4314
748,Gonyaulacaceae,Cribroperidinioideae,Kallosphaeridium,ringnesiorum,NA,0% CC23,"Mao and Mohr, 1992",0 in nan_n_CC23,FO,75.93,-59.5943
748,Gonyaulacaceae,Cribroperidinioideae,Kallosphaeridium,ringnesiorum,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Gonyaulacaceae,other,Kiokansium,unituberculatum,NA,0% Campanian,"Mohr and Mao, 1997",0 in stage_Campanian,LO,83.64,-57.418
748,Gonyaulacaceae,other,Kiokansium,unituberculatum,NA,40% CC22,"Mao and Mohr, 1992",0.4 in nan_n_CC22,FO,76.464,-59.33264
748,Peridiniaceae,Palaeoperidinioideae,Laciniadinium,arcticum,NA,80% in CC24,"Mao and Mohr, 1992",0.8 in nan_n_CC24,LO,70.576,-62.217760000000006
748,Peridiniaceae,Palaeoperidinioideae,Laciniadinium,firmum,NA,50% in C. costatum,"Mohr and Mao, 1997",0 in stage_Campanian,FO,83.64,-57.418
748,Peridiniaceae,Palaeoperidinioideae,Laciniadinium,williamsii,NA,20% CC22,"Mao and Mohr, 1992",0.2 in nan_n_CC22,FO,76.642,-59.24542
748,Peridiniaceae,Palaeoperidinioideae,Laciniadinium,arcticum,NA,50% CC22,"Mao and Mohr, 1992",0.5 in nan_n_CC22,FO,76.375,-59.37625
748,Peridiniaceae,Palaeoperidinioideae,Laciniadinium,firmum,NA,20% in CC23,"Mohr and Mao, 1997",0.2 in nan_n_CC23,LO,75.208,-59.948080000000004
748,Peridiniaceae,Palaeoperidinioideae,Laciniadinium,williamsii,NA,100% in CC23,"Mao and Mohr, 1992",1 in nan_n_CC23,LO,72.32,-61.363200000000006
748,Peridiniaceae,other,Leberidocysta,chlamydata,NA,50% in A. p. expansa,"Mohr and Mao, 1997",0.5 in nan_e_Broinsonia parca expansa,FO,89.045,-57.14775
748,Peridiniaceae,other,Leberidocysta,chlamydata,NA,50% in CC24,"Mao and Mohr, 1992",0.5 in nan_n_CC24,LO,71.22999999999999,-61.89730000000001
748,Peridiniaceae,other,Maduradinium,pentagonum,NA,25% in A.p. expansa,"Mohr and Mao, 1997",0.25 in nan_e_Broinsonia parca expansa,FO,89.4975,-57.125125000000004
748,Peridiniaceae,other,Maduradinium,pentagonum,NA,85% in CC23,"Mao and Mohr, 1992",0.85 in nan_n_CC23,LO,72.86149999999999,-61.097865000000006
748,Peridiniaceae,Deflandreoideae,Manumiella,cretacea,oviformis,0% CC23,"Mao and Mohr, 1992",0 in nan_n_CC23,FO,75.93,-59.5943
748,Peridiniaceae,Deflandreoideae,Manumiella,cretacea,oviformis,75% in CC23,"Mao and Mohr, 1992",0.75 in nan_n_CC23,LO,73.2225,-60.920975
748,Cladopyxiaceae,all,Microdinium,ornatum,NA,100% in A.p. expansa,"Mohr and Mao, 1997",1 in nan_e_Broinsonia parca expansa,FO,88.14,-57.193
748,Cladopyxiaceae,all,Microdinium,ornatum,NA,75% in CC23,"Mao and Mohr, 1992",0.75 in nan_n_CC23,LO,73.2225,-60.920975
748,Cladopyxiaceae,all,Microdinium,cassiculus,NA,67% in CC24,"Mohr and Mao, 1997",0.67 in nan_n_CC24,LO,70.8594,-62.078894000000005
748,Peridiniaceae,Deflandreoideae,Nelsoniella,semireticulata,NA,100% in R. levis,"Mohr and Mao, 1997",1 in nan_n_CC21,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Nelsoniella,tuberculata,NA,100% in R. levis,"Mohr and Mao, 1997",1 in nan_n_CC21,FO,76.82,-59.15820000000001
748,Peridiniaceae,Deflandreoideae,Nelsoniella,semireticulata,NA,20% in CC22,"Mohr and Mao, 1997",0.2 in nan_n_CC22,LO,76.642,-59.24542
748,Ceratiaceae,all,Odontochitina,costata,NA,50% in CC23,"Mohr and Mao, 1997",0.5 in nan_n_CC23,LO,74.125,-60.47875
748,Ceratiaceae,all,Odontochitina,cribropoda,NA,100% in CC23,"Mao and Mohr, 1992",1 in nan_n_CC23,LO,72.32,-61.363200000000006
748,Ceratiaceae,all,Odontochitina,cribropoda,NA,15% in C. costata,"Mohr and Mao, 1997",0.9 in stage_Santonian,FO,83.902,-57.4049
748,Ceratiaceae,all,Odontochitina,operculata,NA,100% in A.p.expansa,"Mohr and Mao, 1997",1 in nan_e_Broinsonia parca expansa,FO,88.14,-57.193
748,Ceratiaceae,all,Odontochitina,operculata,NA,95% in CC23,"Mao and Mohr, 1992",0.95 in nan_n_CC23,LO,72.50049999999999,-61.274755000000006
748,Ceratiaceae,all,Odontochitina,porifera,NA,20% CC22,"Mao and Mohr, 1992",0.2 in nan_n_CC22,FO,76.642,-59.24542
748,Ceratiaceae,all,Odontochitina,porifera,NA,100% in CC24,"Mao and Mohr, 1992",1 in nan_n_CC24,LO,70.14,-62.4314
748,Ceratiaceae,all,Odontochitina,spinosa,NA,90% in R. levis,"Mohr and Mao, 1997",0.85 in nan_n_CC21,FO,76.93849999999999,-59.10013500000001
748,Ceratiaceae,all,Odontochitina,spinosa,NA,95% CC24,"Mao and Mohr, 1992",0.95 in nan_n_CC24,LO,70.249,-62.377990000000004
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,50% Campanian,"Mohr and Mao, 1997",0.5 in stage_Campanian,FO,77.845,-58.655950000000004
748,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,pulcherrimum,NA,100% in CC22,"Mao and Mohr, 1992",1 in nan_n_CC22,LO,75.93,-59.5943
