location,Family,Subfamily,genus,species,subspecies,original entry,Source,Calibration,FO_LO,Age,pal_lat
555,Peridiniaceae,Wetzelielloideae,Wetzeliella,astra,NA,60% NP9,"Brown and Downie, 1984",0.6 in nan_n_NP9,FO,56.4,45.18
644,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,50% in Bruhnes,"De Vernal et al., 1992",0.5 in mag_Bruhnes,LO,0.39,67
644,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,ramulifera,NA,85% in Matuyama,"De Vernal et al., 1992",0.85 in mag_Matuyama,LO,1.0512000000000001,67
644,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,45% in Matuyama,"De Vernal et al., 1992",0.45 in mag_Matuyama,LO,1.7744,67
644,Gonyaulacaceae,other,Filisphaera,filifera,NA,80% in Matuyama,"De Vernal et al., 1992",0.8 in mag_Matuyama,LO,1.1416,67
644,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,multiplex,NA,67% in Bruhnes,"De Vernal et al., 1992",0.67 in mag_Bruhnes,LO,0.25739999999999996,67
644,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,sphaericum,NA,0% in Bruhnes,"De Vernal et al., 1992",0 in mag_Bruhnes,LO,0.78,67
644,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,pallidum,NA,65% in Matuyama,"De Vernal et al., 1992",0.65 in mag_Matuyama,LO,1.4128,67
644,misc,misc,Islandinium,minutum,NA,90% in matuyama,"De Vernal et al., 1992",0.9 in mag_Matuyama,FO,0.9608000000000001,67
644,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,lemniscata,NA,92% in Matuyama,"De Vernal et al., 1992",0.92 in mag_Matuyama,LO,0.9246399999999999,67
644,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,crassum,NA,95% in Matuyama,"De Vernal et al., 1992",0.95 in mag_Matuyama,LO,0.8704000000000001,67
644,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,israelianum,NA,95% in Matuyama,"De Vernal et al., 1992",0.95 in mag_Matuyama,LO,0.8704000000000001,67
644,Peridiniaceae,other,Peridinium,faeroense,NA,33% in Matuyama,"De Vernal et al., 1992",0.33 in mag_Matuyama,FO,1.99136,67
644,Goniodomaceae,all,Polysphaeridium,zoharyi,NA,55% in Bruhnes,"De Vernal et al., 1992",0.55 in mag_Bruhnes,LO,0.351,67
644,Goniodomaceae,all,Polysphaeridium,zoharyi,NA,75% in matuyama,"De Vernal et al., 1992",0.75 in mag_Matuyama,FO,1.232,67
644,Protoperidiniaceae,all,Selenopemphix,quanta,NA,75% in Bruhnes,"De Vernal et al., 1992",0.75 in mag_Bruhnes,FO,0.19500000000000006,67
644,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,scabratus,NA,48% in Bruhnes,"De Vernal et al., 1992",0.48 in mag_Bruhnes,LO,0.4056,67
644,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,pseudofurcatus,NA,72% in Matuyama,"De Vernal et al., 1992",0.72 in mag_Matuyama,LO,1.28624,67
644,Protoperidiniaceae,all,Stelladinium,reidii,NA,50% in Bruhnes,"De Vernal et al., 1992",0.5 in mag_Bruhnes,LO,0.39,67
644,Protoperidiniaceae,all,Stelladinium,reidii,NA,75% in matuyama,"De Vernal et al., 1992",0.75 in mag_Matuyama,FO,1.232,67
644,Protoperidiniaceae,all,Trinovantedinium,applanatum,NA,45% in Bruhnes,"De Vernal et al., 1992",0.45 in mag_Bruhnes,FO,0.429,67
644,Goniodomaceae,all,Tuberculodinium,vancampoae,NA,70% matuyama,"De Vernal et al., 1992",0.65 in mag_Matuyama,FO,1.4128,67
644,Protoperidiniaceae,all,Xandarodinium,xanthum,NA,70% in Matuyama,"De Vernal et al., 1992",0.7 in mag_Matuyama,FO,1.3224,67
E67-135,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,80% in Bruhnes,"De Vernal et al., 1992",0.8 in mag_Bruhnes,LO,0.15599999999999992,20
E67-135,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,tepikiense,NA,35% in Bruhnes,"De Vernal et al., 1992",0.35 in mag_Bruhnes,LO,0.5070000000000001,20
E67-135,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,rigaudiae,NA,40% in Bruhnes,"De Vernal et al., 1992",0.4 in mag_Bruhnes,LO,0.46799999999999997,20
E67-135,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,denticulatum,NA,55% in Matuyama,"De Vernal et al., 1992",0.55 in mag_Matuyama,LO,1.5936,20
E67-135,Protoperidiniaceae,all,Lejeunecysta,diversiforma,NA,80% in Bruhnes,"De Vernal et al., 1992",0.8 in mag_Bruhnes,LO,0.15599999999999992,20
E67-135,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,labyrinthus,NA,35% in Bruhnes,"De Vernal et al., 1992",0.35 in mag_Bruhnes,LO,0.5070000000000001,20
E67-135,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,lativittatus,NA,60% in Bruhnes,"De Vernal et al., 1992",0.6 in mag_Bruhnes,LO,0.31200000000000006,20
E67-135,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,polypodum,NA,90% in Matuyama,"De Vernal et al., 1992",0.9 in mag_Matuyama,LO,0.9608000000000001,20
E67-135,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,membranaceus,NA,60% in Bruhnes,"De Vernal et al., 1992",0.6 in mag_Bruhnes,LO,0.31200000000000006,20
E67-135,Gonyaulacaceae,Gonyaulacoideae,Tectatodinium,pellitum,NA,0% in Bruhnes,"De Vernal et al., 1992",0 in mag_Bruhnes,LO,0.78,20
1168,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,14X-CC,"Brinkhuis et al., 2003a",0 in mag_C3Br.3r,FO,7.528,-44.31232
1168,Gonyaulacaceae,other,Aireiana,verrucosa,NA,25% C16n.2n,"Brinkhuis et al., 2003a",0.25 in mag_C16n.2n,FO,36.53775,-56.04811785714286
1168,Gonyaulacaceae,other,Aireiana,verrucosa,NA,50% in C16n.1n,"Sluijs et al., 2003",0.5 in mag_C16n.1n,LO,35.79900000000001,-55.80538571428572
1168,misc,misc,Algidasphaeridium,minutum,cesare,6H-3,"Brinkhuis et al., 2003a",1 in mag_C3n.1n,FO,4.187,-42.84228
1168,misc,misc,Algidasphaeridium,minutum,minutum,6H-3,"Brinkhuis et al., 2003a",1 in mag_C3n.1n,FO,4.187,-42.84228
1168,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,50% C1r.2r,"Brinkhuis et al., 2003a",0.5 in mag_C1r.2r,LO,1.1225,-41.4939
1168,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,australiense,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,FO,28.7305,-53.252555
1168,Gonyaulacaceae,Cribroperidinioideae,Apteodinium,australiense,NA,50% C6n,"Brinkhuis et al., 2003a",0.5 in mag_C6n,LO,19.235,-48.539899999999996
1168,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,choane,NA,11H-4,"Brinkhuis et al., 2003a",0 in mag_C3An.2n,FO,6.733,-43.96252
1168,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,confusum,NA,5H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C2An.3n,FO,3.463,-42.52372
1168,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,tepikiense,NA,24X-7,"Brinkhuis et al., 2003a",0.1 in mag_C5Ar,FO,12.9762,-46.411908
1168,Order Gonyaulacales Family uncertain,uncertain,Caligodinium,pygnum,NA,39X-1,"Brinkhuis et al., 2003a",1 in mag_C6Bn.1n,FO,21.767,-49.70117
1168,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,poulsenii,NA,22X-5,"Brinkhuis et al., 2003a",1 in mag_C5An.1n,FO,12.049,-46.09666
1168,Order Gonyaulacales Family uncertain,uncertain,Cleistosphaeridium,placacanthum,NA,32X-4,"Brinkhuis et al., 2003a",0 in mag_C5Dn,LO,17.533,-47.96122
1168,Gonyaulacaceae,Leptodinioideae,Cooksonidium,capricornum,NA,50% C15n,"Brinkhuis et al., 2003a",0.5 in mag_C15n,LO,35.1465,-55.59099285714286
1168,Gonyaulacaceae,Leptodinioideae,Cooksonidium,capricornum,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,FO,36.3755,-55.99480714285715
1168,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,fibrospinosum,NA,57X-7,"Brinkhuis et al., 2003a",0.5 in mag_C9n,LO,26.9295,-52.334044999999996
1168,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,harlandii,NA,3H-CC,"Brinkhuis et al., 2003a",0.6 in mag_C2An.1r,FO,3.0656,-42.348864
1168,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,incompositum,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,LO,28.7305,-53.252555
1168,Gonyaulacaceae,other,Dalella,chathamense,NA,64X-CC,"Brinkhuis et al., 2003a",0.95 in mag_C11r,FO,30.00105,-53.900345
1168,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,pastielsii,NA,6H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3n.1r,LO,4.3965,-42.93446
1168,Peridiniaceae,Deflandreoideae,Deflandrea,convexa,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,LO,36.3755,-55.99480714285715
1168,Peridiniaceae,Deflandreoideae,Deflandrea,phosphoritica,NA,56X-4W,"Brinkhuis et al., 2003a",0.5 in mag_C8r,LO,26.2035,-51.963784999999994
1168,Peridiniaceae,Deflandreoideae,Deflandrea,antarctica,NA,95X-CC,"Brinkhuis et al., 2003a",0.1 in mag_C16r,LO,36.9421,-56.180975714285715
1168,Gonyaulacaceae,Cribroperidinioideae,Diphyes,ficusoides,NA,82X-CC,"Brinkhuis et al., 2003a",0.2 in mag_C15n,LO,35.235,-55.62007142857143
1168,Gonyaulacaceae,Cribroperidinioideae,Diphyes,colligerum,NA,92X-2,"Brinkhuis et al., 2003a",0.5 in mag_C16r,LO,36.834500000000006,-56.14562142857143
1168,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,biffii,NA,50% C8r,"Brinkhuis et al., 2003a",0.5 in mag_C8r,LO,26.2035,-51.963784999999994
1168,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,biffii,NA,50% C9n,"Brinkhuis et al., 2003a",0.5 in mag_C9n,FO,26.9295,-52.334044999999996
1168,Gonyaulacaceae,Gonyaulacoideae,Ectosphaeropsis,burdigalensis,NA,50% C6Cr,"Brinkhuis et al., 2003a",0.5 in mag_C6Cr,LO,23.628500000000003,-50.650535
1168,Gonyaulacaceae,Gonyaulacoideae,Ectosphaeropsis,burdigalensis,NA,50% C8n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C8n.2n,FO,25.6455,-51.679204999999996
1168,Gonyaulacaceae,other,Edwardsiella,sexispinosa,NA,0% C6Cn.3n,"Brinkhuis et al., 2003a",0 in mag_C6Cn.3n,LO,23.295,-50.48045
1168,Cladopyxiaceae,all,Enneadocysta,dictyostila,NA,50% C12n,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,30.8125,-54.166964285714286
1168,Gonyaulacaceae,other,Filisphaera,filifera,NA,3H-CC,"Brinkhuis et al., 2003a",0.6 in mag_C2An.1r,LO,3.0656,-42.348864
1168,Gonyaulacaceae,other,Filisphaera,filifera,NA,40X-6,"Brinkhuis et al., 2003a",0.5 in mag_C6Bn.2n,FO,22.130000000000003,-49.8863
1168,Gonyaulacaceae,other,Gelatia,inflata,NA,40X-6,"Brinkhuis et al., 2003a",0.5 in mag_C6Bn.2n,LO,22.130000000000003,-49.8863
1168,Gonyaulacaceae,other,Habibacysta,tectata,NA,16X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C4Ar.2n,FO,9.684000000000001,-45.26096
1168,Gonyaulacaceae,other,Habibacysta,tectata,NA,8H-4,"Brinkhuis et al., 2003a",0.5 in mag_C3n.3r,LO,4.9465,-43.17646
1168,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% C15r,"Brinkhuis et al., 2003a",0.5 in mag_C15r,LO,35.5,-55.707142857142856
1168,Gonyaulacaceae,other,Hemiplacophora,semilunifera,NA,50% in C16n.2n,"Sluijs et al., 2003",0.5 in mag_C16n.2n,LO,36.3755,-55.99480714285715
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pusillum,NA,50% C10n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C10n.2n,FO,28.2095,-52.986844999999995
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,rigaudiae,NA,50% C6r,"Brinkhuis et al., 2003a",0.5 in mag_C6r,LO,19.881,-48.759539999999994
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,pusillum,NA,50% C9r,"Brinkhuis et al., 2003a",0.5 in mag_C9r,LO,27.649,-52.70099
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,paradoxum,NA,38X-4,"Brinkhuis et al., 2003a",0.5 in mag_C6AAr.1r,FO,21.281,-49.453309999999995
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,japonicum,NA,3H-3,"Brinkhuis et al., 2003a",0.67 in mag_C2An.1n,FO,2.7298299999999998,-42.2011252
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,pallidum,NA,65X-4,"Brinkhuis et al., 2003a",0.85 in mag_C11r,FO,30.06315,-53.92074928571429
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,aculeatum,NA,74X-2,"Brinkhuis et al., 2003a",0.07 in mag_C11r,FO,30.547530000000002,-54.079902714285716
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,victorianum,NA,74X-2,"Brinkhuis et al., 2003a",0.07 in mag_C11r,LO,30.547530000000002,-54.079902714285716
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,velorum,NA,80X-5,"Brinkhuis et al., 2003a",0.75 in mag_C15n,FO,35.07275,-55.566760714285714
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,maculatum,NA,93X-6,"Brinkhuis et al., 2003a",0.25 in mag_C16r,LO,36.90175,-56.16771785714286
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,strialatum,NA,9H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3r,FO,5.634,-43.47896
1168,Gonyaulacaceae,other,Invertocysta,lacrymosa,NA,50% C2r,"Brinkhuis et al., 2003a",0.5 in mag_C2r,LO,2.263,-41.99572
1168,Gonyaulacaceae,other,Invertocysta,tabulata,NA,50% C2r,"Brinkhuis et al., 2003a",0.5 in mag_C2r,LO,2.263,-41.99572
1168,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,NA,19X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C5n.2n,FO,10.52,-45.5768
1168,Cladopyxiaceae,all,Licracysta,semicirculata,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,FO,28.7305,-53.252555
1168,Cladopyxiaceae,all,Licracysta,semicirculata,NA,50% C9r,"Brinkhuis et al., 2003a",0.5 in mag_C9r,LO,27.649,-52.70099
1168,Gonyaulacaceae,other,Melitasphaeridium,choanophorum,NA,34X-5,"Brinkhuis et al., 2003a",0 in mag_C5En,FO,18.524,-48.298159999999996
1168,Gonyaulacaceae,other,Melitasphaeridium,choanophorum,NA,8H-4,"Brinkhuis et al., 2003a",0.5 in mag_C3n.3r,LO,4.9465,-43.17646
1168,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,picena,NA,40X-CC,"Brinkhuis et al., 2003a",0.45 in mag_C6Bn.2n,LO,22.143800000000002,-49.893338
1168,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,labyrinthus,NA,93X-CC,"Brinkhuis et al., 2003a",0.22 in mag_C16r,FO,36.90982,-56.17036942857143
1168,Peridiniaceae,other,Octodinium,askiniae,NA,86X-5,"Brinkhuis et al., 2003a",0.5 in mag_C16n.1r,LO,35.971500000000006,-55.86206428571429
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,echigoense,NA,31X-3,"Brinkhuis et al., 2003a",1 in mag_C5Dn,FO,17.235,-47.859899999999996
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,microornatum,NA,39X-5,"Brinkhuis et al., 2003a",0.2 in mag_C6Bn.1n,LO,21.9022,-49.770122
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,janduchenei,NA,3H-3,"Brinkhuis et al., 2003a",0.67 in mag_C2An.1n,LO,2.7298299999999998,-42.2011252
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,microornatum,NA,68X-CC,"Brinkhuis et al., 2003a",0.59 in mag_C11r,FO,30.22461,-53.97380042857143
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,echigoense,NA,8H-4,"Brinkhuis et al., 2003a",0.5 in mag_C3n.3r,LO,4.9465,-43.17646
1168,Gonyaulacaceae,Gonyaulacoideae,Pentadinium,laticinctum,NA,33X-3,"Brinkhuis et al., 2003a",1 in mag_C5En,LO,18.056,-48.139039999999994
1168,Peridiniaceae,other,Pentapharsodinium,dalei,NA,6H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3n.1r,FO,4.3965,-42.93446
1168,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,comatum,NA,75x-CC,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,30.8125,-54.166964285714286
1168,Peridiniaceae,Palaeoperidinioideae,Phthanoperidinium,filigranum,NA,78X-CC,"Brinkhuis et al., 2003a",0.95 in mag_C13r,LO,33.7697,-55.13861571428571
1168,Order Gonyaulacales Family uncertain,uncertain,Reticulatosphaera,actinocoronata,NA,50% C15r,"Brinkhuis et al., 2003a",0.5 in mag_C15r,FO,35.5,-55.707142857142856
1168,Order Gonyaulacales Family uncertain,uncertain,Reticulatosphaera,actinocoronata,NA,9H-CC,"Brinkhuis et al., 2003a",0.5 in mag_C3r,LO,5.634,-43.47896
1168,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,75X-CC,"Brinkhuis et al., 2003a",0.5 in mag_C12n,LO,30.8125,-54.166964285714286
1168,Gonyaulacaceae,Cribroperidinioideae,Samlandia,chlamydophora,NA,89X-CC,"Brinkhuis et al., 2003a",0 in mag_C16n.2n,FO,36.7,-56.10142857142858
1168,Areoligeraceae,all,Schematophora,speciosa,NA,50% C16n.2n,"Brinkhuis et al., 2003a",0.5 in mag_C16n.2n,FO,36.3755,-55.99480714285715
1168,Areoligeraceae,all,Schematophora,speciosa,NA,50% in C16n.1n,"Sluijs et al., 2003",0.5 in mag_C16n.1n,LO,35.79900000000001,-55.80538571428572
1168,Protoperidiniaceae,all,Selenopemphix,quanta,NA,77X-2,"Brinkhuis et al., 2003a",0 in mag_C12n,FO,31.034,-54.23974285714286
1168,Protoperidiniaceae,all,Selenopemphix,nephroides,NA,85X-2,"Brinkhuis et al., 2003a",1 in mag_C16n.1n,FO,35.706,-55.77482857142857
1168,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,mirabilis,NA,50% C15r,"Brinkhuis et al., 2003a",0.5 in mag_C15r,FO,35.5,-55.707142857142856
1168,Gonyaulacaceae,Gonyaulacoideae,Spiniferites,pseudofurcatus,NA,87X-5,"Brinkhuis et al., 2003a",1 in mag_C16n.2n,FO,36.051,-55.88818571428572
1168,Protoperidiniaceae,all,Stelladinium,stellatum,NA,2H-CC,"Brinkhuis et al., 2003a",0 in mag_C2r.1n,FO,2.148,-41.94512
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,kakanuiensis,NA,50% C12r,"Brinkhuis et al., 2003a",0.5 in mag_C12r,LO,32.0955,-54.588521428571426
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,ornata,NA,50% C12r,"Brinkhuis et al., 2003a",0.5 in mag_C12r,LO,32.0955,-54.588521428571426
1168,Gonyaulacaceae,Cribroperidinioideae,Stoveracysta,kakanuiensis,NA,50% C13r,"Brinkhuis et al., 2003a",0.5 in mag_C13r,FO,34.352000000000004,-55.32994285714286
1168,Peridiniaceae,Deflandreoideae,Svalbardella,cooksoniae,NA,0% C9n,"Brinkhuis et al., 2003a",0 in mag_C9n,FO,27.439,-52.59389
1168,Gonyaulacaceae,Cribroperidinioideae,Thalassiphora,pelagica,NA,49X-CC,"Brinkhuis et al., 2003a",0 in mag_C6Cn.3n,LO,23.295,-50.48045
1168,Protoperidiniaceae,all,Trinovantedinium,applanatum,NA,1H-CC,"Brinkhuis et al., 2003a",0.1 in mag_C1r,FO,1.6783000000000001,-41.738452
1168,Goniodomaceae,all,Tuberculodinium,vancampoae,NA,56X-CC,"Brinkhuis et al., 2003a",0.45 in mag_C8r,FO,26.22515,-51.9748265
1168,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,50% C10r,"Brinkhuis et al., 2003a",0.5 in mag_C10r,FO,28.7305,-53.252555
1168,Peridiniaceae,Wetzelielloideae,Wetzeliella,gochtii,NA,50% C9r,"Brinkhuis et al., 2003a",0.5 in mag_C9r,LO,27.649,-52.70099
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,janduchenei,NA,72% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.72 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,22.55556,-50.103335599999994
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,dispertitum,NA,62% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.62 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,22.658260000000002,-50.1557126
1168,Gonyaulacaceae,Cribroperidinioideae,Cordosphaeridium,cantharellum,NA,53% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.53 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,22.750690000000002,-50.2028519
1168,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,cinctum,NA,51% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.51 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,22.771230000000003,-50.213327299999996
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,patulum,NA,42% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.42 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,22.863660000000003,-50.2604666
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,sphaericum,NA,42% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.42 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,22.863660000000003,-50.2604666
1168,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,piaseckii,NA,30% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.3 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,LO,22.986900000000002,-50.323319
1168,Order Gonyaulacales Family uncertain,uncertain,Membranilarnacia,picena,NA,13% between O C6C3n and O C6Bn.2n,"Brinkhuis et al., 2003a",0.13 between 0 mag_C6Cn.3n 0 mag_C6Bn.2n,FO,23.16149,-50.4123599
Southern North Sea,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,100% C2n.1n,"Kuhlmann et al., 2006 sensu Köthe 2012",1 in mag_C2n,LO,1.778,54.7333
Southern North Sea,Order Gonyaulacales Family uncertain,uncertain,Amiculosphaera,umbracula,NA,25% C2n,"Kuhlmann et al., 2006",0.25 in mag_C2n,LO,1.90325,54.7145125
Southern North Sea,Gonyaulacaceae,other,Filisphaera,filifera,NA,0% C1n,"Kuhlmann et al., 2006",0 in mag_C1n,LO,0.781,54.88285
Southern North Sea,Gonyaulacaceae,other,Invertocysta,lacrymosa,NA,85% C2An.1n,"Kuhlmann et al., 2006",0.85 in mag_C2An.1n,LO,2.64865,54.6027025
compilation2,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,2.136,52.667
compilation2,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,confusum,NA,91% C2Ar,"Head, 1998",0.91 in mag_C2Ar,LO,3.64919,52.856148749999996
compilation2,Gonyaulacaceae,Gonyaulacoideae,Ataxiodinium,zevenboomii,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,2.13,52.66625
compilation2,Protoperidiniaceae,all,Barssidinium,pliocenicum,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,2.13,52.66625
compilation2,Order Gonyaulacales Family uncertain,uncertain,Batiacasphaera,minuta,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,2.136,52.667
compilation2,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,readwaldii,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,2.13,52.66625
compilation2,Gonyaulacaceae,Gonyaulacoideae,Bitectatodinium,tepikiense,NA,90% C2r.1n,"Head, 1998",0.9 in mag_C2r.1n,FO,2.13,52.66625
compilation2,Gonyaulacaceae,Cribroperidinioideae,Hystrichokolpoma,rigaudiae,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,2.136,52.667
compilation2,Gonyaulacaceae,other,Invertocysta,lacrymosa,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,2.136,52.667
compilation2,Gonyaulacaceae,other,Melitasphaeridium,choanophorum,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,2.136,52.667
compilation2,Gonyaulacaceae,Gonyaulacoideae,Nematosphaeropsis,lemniscata,NA,90% C2n.1n,"Head, 1998",0.9 in mag_C2r.1n,LO,2.13,52.66625
compilation2,Gonyaulacaceae,Cribroperidinioideae,Operculodinium,tegillatum,NA,60% C2n.3n,"Head, 1998",0.6 in mag_C2r.1n,LO,2.136,52.667
U1318,Gonyaulacaceae,Gonyaulacoideae,Achomosphaera,andalousiensis,NA,25% C5AAr,"Louwye et al., 2008",0.25 in mag_C5AAr,FO,13.318,47.62845
U1318,Gonyaulacaceae,Gonyaulacoideae,Cannosphaeropsis,passio,NA,100% C5Ar.1n,"Quaijtaal et al., 2014",1 in mag_C5Ar.1n,FO,12.735,47.76625
U1318,Order Gonyaulacales Family uncertain,uncertain,Cerebrocysta,poulsenii,NA,60% in C5An.1n,"Quaijtaal et al., 2014",0.6 in mag_C5An.1n,LO,12.099,47.925250000000005
U1318,Order Gonyaulacales Family uncertain,uncertain,Distatodinium,paradoxum,NA,80% C5Br,"Louwye et al., 2008",0.8 in mag_C5Br,LO,15.3228,47.177369999999996
U1318,Gonyaulacaceae,other,Habibacysta,tectata,NA,50% C5ABn,"Louwye et al., 2008",0.5 in mag_C5ABn,FO,13.4855,47.590762500000004
U1318,Gonyaulacaceae,other,Invertocysta,lacrymosa,NA,25% C5ABr,"Louwye et al., 2008",0.25 in mag_C5ABr,FO,13.70625,47.54109375
U1318,Gonyaulacaceae,other,Invertocysta,tabulata,NA,25% C5ABr,"Louwye et al., 2008",0.25 in mag_C5ABr,FO,13.70625,47.54109375
U1318,Order Gonyaulacales Family uncertain,uncertain,Labyrinthodinium,truncatum,truncatum,20% C5Ar.2n,"Louwye et al., 2008",0.2 in mag_C5Ar.2n,LO,12.8754,47.73115
