source,location,lat,long
"Marret et al., 2020",MAR97-09,40.9,28.9
"Marret et al., 2020",Z1691,70.717,-163.5
"Marret et al., 2020",A105,62.32,-41.02
"Marret et al., 2020",FCB21,-54.86,-67.81
"Marret et al., 2020",A104,60.29,-40.22
"Marret et al., 2020",FCB3,-54.86,-67.75
"Marret et al., 2020",A103,59.86,-39.67
"Marret et al., 2020",FCB2,-54.86,-67.55
"Marret et al., 2020",A100,58.79,-43.97
"Marret et al., 2020",FCB1,-54.85,-67.05
"Marret et al., 2020",A099,57.98,-45.9
"Marret et al., 2020",FCB4b,-54.86,-67.55
"Marret et al., 2020",FCB16,-54.88,-67.36
"Marret et al., 2020",L094,58.76,-57.12
"Marret et al., 2020",FCB14,-54.88,-67.28
"Marret et al., 2020",L093,58.36,-57.46
"Marret et al., 2020",FCB12,-54.91,-67.21
"Marret et al., 2020",L092,58.21,-48.36
"Marret et al., 2020",FCB13,-54.9,-67.2
"Marret et al., 2020",L091,58.92,-47.09
"Marret et al., 2020",L090,59.49,-45.87
"Marret et al., 2020",Mu,18.79,72.72
"Marret et al., 2020",HERMES14,44.8939,32.1738
"Marret et al., 2020",Z1690,70.733,-164.5
"Marret et al., 2020",G1,15.5,73.64
"Marret et al., 2020",L089,64.4,-57.42
"Marret et al., 2020",G2,15.43,73.7
"Marret et al., 2020",L088,62.52,-59.45
"Marret et al., 2020",G3,15.41,73.68
"Marret et al., 2020",L087,62.65,-53.88
"Marret et al., 2020",B082,68.45,-63.53
"Marret et al., 2020",G4,15.14,73.78
"Marret et al., 2020",B081,71.33,-64.27
"Marret et al., 2020",G5,15.07,73.77
"Marret et al., 2020",B080,70.52,-64.52
"Marret et al., 2020",K1,14.79,73.66
"Marret et al., 2020",G079,45.84,-58.57
"Marret et al., 2020",K2,14.81,73.71
"Marret et al., 2020",G078,47.07,-57.05
"Marret et al., 2020",K3,14.63,73.74
"Marret et al., 2020",Co,13.57,74.52
"Marret et al., 2020",G077,47.5,-56.37
"Marret et al., 2020",G076,46.19,-57.94
"Marret et al., 2020",M1,12.92,74.69
"Marret et al., 2020",HERMES42,44.6413,31.2991
"Marret et al., 2020",Z1689,70.75,-165.5
"Marret et al., 2020",G075,45.85,-57.59
"Marret et al., 2020",M2,12.95,74.46
"Marret et al., 2020",A074,44.66,-55.62
"Marret et al., 2020",M3,12.85,74.52
"Marret et al., 2020",Cn1,11.88,75.1
"Marret et al., 2020",G073,46.99,-59.08
"Marret et al., 2020",Cn2,11.81,75.08
"Marret et al., 2020",G072,46.72,-60.22
"Marret et al., 2020",G071,47.15,-60.54
"Marret et al., 2020",Te,11.72,75.18
"Marret et al., 2020",C1,11.23,75.59
"Marret et al., 2020",G070,48.53,-61.17
"Marret et al., 2020",C2,11.28,75.33
"Marret et al., 2020",G069,47.92,-65.21
"Marret et al., 2020",C3,11.2,75.41
"Marret et al., 2020",G068,49.29,-63.99
"Marret et al., 2020",G067,49.09,-67.44
"Marret et al., 2020",Po,10.77,75.73
"Marret et al., 2020",G066,47.52,-59.88
"Marret et al., 2020",Ko1,10,75.82
"Marret et al., 2020",(#9) R5108,25.13,-80.62
"Marret et al., 2020",Z1688,70.767,-167.65
"Marret et al., 2020",G065,47.35,-60.03
"Marret et al., 2020",Ko2,9.97,75.87
"Marret et al., 2020",G064,48.64,-62.54
"Marret et al., 2020",Ko3,9.92,75.85
"Marret et al., 2020",Am,9.48,76.09
"Marret et al., 2020",G063,48.64,-62.54
"Marret et al., 2020",G062,48.52,-62.63
"Marret et al., 2020",Tr2,8.42,76.89
"Marret et al., 2020",G061,50.12,-58.73
"Marret et al., 2020",VH1,17.695,83.284
"Marret et al., 2020",G060,49.8,-59.46
"Marret et al., 2020",VH2,17.7,83.283
"Marret et al., 2020",G059,49.8,-59.47
"Marret et al., 2020",VH3,17.707,83.285
"Marret et al., 2020",G058,49.8,-59.47
"Marret et al., 2020",VH4,17.703,83.286
"Marret et al., 2020",G057,49.33,-59.78
"Marret et al., 2020",VH5,17.7,83.285
"Marret et al., 2020",G056,49.52,-60.8
"Marret et al., 2020",VH6,17.693,83.285
"Marret et al., 2020",(#11) R5054A,25.1,-80.57
"Marret et al., 2020",Z1687,68.033,-172.067
"Marret et al., 2020",G055,49.71,-61.95
"Marret et al., 2020",VH7,17.69,83.283
"Marret et al., 2020",G054,49.22,-60.17
"Marret et al., 2020",VH8,17.69,83.279
"Marret et al., 2020",G053,48.33,-60.24
"Marret et al., 2020",VH9,17.692,83.274
"Marret et al., 2020",G052,48.51,-60.64
"Marret et al., 2020",VH10,17.692,83.277
"Marret et al., 2020",G051,48.51,-60.64
"Marret et al., 2020",VH11,17.686,83.286
"Marret et al., 2020",G050,50.12,-61.32
"Marret et al., 2020",VH12,17.686,83.289
"Marret et al., 2020",G049,49.98,-61.34
"Marret et al., 2020",VH13,17.686,83.292
"Marret et al., 2020",G048,50.08,-61.38
"Marret et al., 2020",VH14,17.686,83.296
"Marret et al., 2020",G047,50.02,-61.6
"Marret et al., 2020",VH15,17.687,83.298
"Marret et al., 2020",G046,50.1,-61.8
"Marret et al., 2020",VH16,17.689,83.299
"Marret et al., 2020",MN6M,44.9005,30.49948
"Marret et al., 2020",Z1686,68.017,-169.033
"Marret et al., 2020",G045,50.12,-61.81
"Marret et al., 2020",VH17,17.688,83.301
"Marret et al., 2020",G044,50.07,-61.84
"Marret et al., 2020",VH18,17.69,83.3
"Marret et al., 2020",G043,50.14,-61.87
"Marret et al., 2020",VH19,17.691,83.301
"Marret et al., 2020",G042,49.95,-61.9
"Marret et al., 2020",VH20,17.689,83.303
"Marret et al., 2020",G041,50.11,-61.91
"Marret et al., 2020",VH21,17.685,83.303
"Marret et al., 2020",G040,50.18,-61.97
"Marret et al., 2020",VH22,17.681,83.306
"Marret et al., 2020",G039,50.26,-64.07
"Marret et al., 2020",VH23,17.684,83.298
"Marret et al., 2020",G038,50.21,-64.08
"Marret et al., 2020",VH24,17.694,83.306
"Marret et al., 2020",5801–3,29.415,34.91166667
"Marret et al., 2020",G037,50.25,-64.08
"Marret et al., 2020",5802–2,29.5075,34.96133333
"Marret et al., 2020",G035,47.4,-59.53
"Marret et al., 2020",MAR02-65,41.555,29.05583333
"Marret et al., 2020",Z1685,68.483,-169.017
"Marret et al., 2020",5803–2,29.516,34.967
"Marret et al., 2020",G034,47.89,-60.12
"Marret et al., 2020",5804–2,29.50116667,34.95733333
"Marret et al., 2020",G033,48.17,-60.72
"Marret et al., 2020",5806–2,29.37916667,34.88833333
"Marret et al., 2020",G032,48.41,-61.58
"Marret et al., 2020",5808–3,29.48433333,34.93916667
"Marret et al., 2020",G031,48.57,-62.1
"Marret et al., 2020",5809–2,29.50666667,34.956
"Marret et al., 2020",G030,48.81,-63.1
"Marret et al., 2020",5810–3,29.5035,34.96216667
"Marret et al., 2020",G029,48.97,-63.52
"Marret et al., 2020",5812–2,29.519,34.96316667
"Marret et al., 2020",G028,49.21,-64
"Marret et al., 2020",5813–1,29.522,34.965
"Marret et al., 2020",G027,49.35,-64.6
"Marret et al., 2020",5815–1,29.51066667,34.983
"Marret et al., 2020",G026,49.23,-66.1
"Marret et al., 2020",5823–1,26.421,35.66983333
"Marret et al., 2020",G025,49.6,-66.2
"Marret et al., 2020",MN7M,44.98501667,30.2506
"Marret et al., 2020",Z1684,68.033,-171
"Marret et al., 2020",5824–1,26.48533333,35.82533333
"Marret et al., 2020",G024,50,-66.3
"Marret et al., 2020",5825–1,26.50783333,35.949
"Marret et al., 2020",G023,49.28,-66.28
"Marret et al., 2020",5828–1,26.34633333,35.40216667
"Marret et al., 2020",E022,49.87,-66.69
"Marret et al., 2020",5831–1,27.08833333,35.56633333
"Marret et al., 2020",E021,49.16,-67.24
"Marret et al., 2020",5832–1,27.05333333,35.40533333
"Marret et al., 2020",E020,49.25,-67.87
"Marret et al., 2020",5837–1,27.6115,34.86416667
"Marret et al., 2020",E019,49.06,-67.7
"Marret et al., 2020",5838–1,27.57566667,34.736
"Marret et al., 2020",E018,48.89,-67.52
"Marret et al., 2020",5839–2,27.58066667,34.79866667
"Marret et al., 2020",E017,49.02,-68.36
"Marret et al., 2020",5840–1,27.52766667,34.68733333
"Marret et al., 2020",E016,48.92,-68.24
"Marret et al., 2020",5842–1,27.71166667,35.04733333
"Marret et al., 2020",E015,48.73,-68.08
"Marret et al., 2020",MN15M,44.00403167,29.70193167
"Marret et al., 2020",Z1683,68.033,-170
"Marret et al., 2020",5843–2,27.87816667,34.96933333
"Marret et al., 2020",E014,48.86,-68.67
"Marret et al., 2020",5844–1,27.7135,34.68233333
"Marret et al., 2020",E013,48.75,-68.57
"Marret et al., 2020",E012,48.61,-68.46
"Marret et al., 2020",JDW,21.52972,108.12813
"Marret et al., 2020",E010,48.48,-69.04
"Marret et al., 2020",JDS,21.52972,108.12813
"Marret et al., 2020",E008,48.32,-69.33
"Marret et al., 2020",LAW,18.43297,110.06086
"Marret et al., 2020",E007,48.28,-69.44
"Marret et al., 2020",LAS,18.43297,110.06086
"Marret et al., 2020",E006,48.28,-69.35
"Marret et al., 2020",LMW,21.75978,108.54811
"Marret et al., 2020",E005,48.23,-69.27
"Marret et al., 2020",LZW,21.49919,109.07636
"Marret et al., 2020",E004,48.2,-69.58
"Marret et al., 2020",LZS,21.49919,109.07636
"Marret et al., 2020",E003,48.17,-69.53
"Marret et al., 2020",MCW,19.94561,110.02294
"Marret et al., 2020",B2019,75.12483,-60.287
"Marret et al., 2020",Z2051,81.217,-7.3413
"Marret et al., 2020",MN4M,44.550105,30.4503
"Marret et al., 2020",Z1682,69,-176
"Marret et al., 2020",MCS,19.94561,110.02294
"Marret et al., 2020",HB4,60.18,-79.29
"Marret et al., 2020",HB5,58.42,-78.36
"Marret et al., 2020",HB6,55.4,-77.98
"Marret et al., 2020",HB7,55.44,-80.54
"Marret et al., 2020",HB8,56.72,-80.81
"Marret et al., 2020",HB9,55.53,-84.95
"Marret et al., 2020",HB10,59.06,-87.55
"Marret et al., 2020",HB11,58.73,-91.49
"Marret et al., 2020",HB12,59.98,-91.96
"Marret et al., 2020",B7,42.5,37
"Marret et al., 2020",O1681,62.008,-177
"Marret et al., 2020",HB13,60.44,-89.36
"Marret et al., 2020",HB14,61.4,-86.22
"Marret et al., 2020",HB3,62.76,-79
"Marret et al., 2020",HB15,63.05,-74.31
"Marret et al., 2020",B-9403,-5.492,103.619
"Marret et al., 2020",B-9411,-0.459,97.605
"Marret et al., 2020",B-9412,-0.823,97.901
"Marret et al., 2020",B-9415,0.837,98.186
"Marret et al., 2020",B-9422,5.176,93.738
"Marret et al., 2020",B-9426,5.903,94.386
"Marret et al., 2020",HERMES7,44.99546,32.30335
"Marret et al., 2020",Z1680,71.75,155.033
"Marret et al., 2020",B-9427,5.34,94.305
"Marret et al., 2020",B-9429,3.285,94.773
"Marret et al., 2020",B-9430,1.937,96.057
"Marret et al., 2020",B-9432,0.409,97.302
"Marret et al., 2020",B-9433,-1.372,99.691
"Marret et al., 2020",B-9434,-1.753,98.459
"Marret et al., 2020",B-9438,-2.907,97.74
"Marret et al., 2020",B-9439,-3.324,99.987
"Marret et al., 2020",B-9440,-3.169,100.023
"Marret et al., 2020",B-9441,-5.111,101.852
"Marret et al., 2020",MN5M,44.82154722,30.74652778
"Marret et al., 2020",Z1679,69.833,165.017
"Marret et al., 2020",B-9450,-6.025,104.968
"Marret et al., 2020",B-9451,-6.225,104.836
"Marret et al., 2020",B-9452,-6.335,104.99
"Marret et al., 2020",FR10/95 GC-1,-12.039,128
"Marret et al., 2020",FR10/95 GC-11,-17.6428,114.9988
"Marret et al., 2020",FR10/95 GC-12,-18.245,114.9938
"Marret et al., 2020",FR10/95 GC-13,-18.821,113.974
"Marret et al., 2020",FR10/95 GC-14,-20.0451,112.6621
"Marret et al., 2020",FR10/95 GC-17,-22.129,113.5018
"Marret et al., 2020",FR10/95 GC-18,-22.994,112.831
"Marret et al., 2020",HERMES19A,44.81583,32.11194
"Marret et al., 2020",Z1678,71.167,170
"Marret et al., 2020",FR10/95 GC-2,-12.5476,126.2473
"Marret et al., 2020",FR10/95 GC-20,-24.7445,111.8291
"Marret et al., 2020",FR10/95 GC-21,-25.9963,111.6348
"Marret et al., 2020",FR10/95 GC-22,-26.992,112.0051
"Marret et al., 2020",FR10/95 GC-23,-28.745,112.7828
"Marret et al., 2020",FR10/95 GC-24,-28.7506,113.0645
"Marret et al., 2020",FR10/95 GC-25,-28.7321,113.368
"Marret et al., 2020",FR10/95 GC-26,-29.2403,113.558
"Marret et al., 2020",FR10/95 GC-27,-30.5023,114.2773
"Marret et al., 2020",FR10/95 GC-28,-30.0813,114.1418
"Marret et al., 2020",MAR02-88,40.62655667,28.84181333
"Marret et al., 2020",Z1677,71.417,174.95
"Marret et al., 2020",FR10/95 GC-29,-30.9918,114.5895
"Marret et al., 2020",FR10/95 GC-4,-13.9196,122.0251
"Marret et al., 2020",FR10/95 GC-5,-14.0091,121.0251
"Marret et al., 2020",FR10/95 GC-6,-14.3278,121.1635
"Marret et al., 2020",FR10/95 GC-7,-14.7097,120.5457
"Marret et al., 2020",FR10/95 GC-8,-14.9161,120.9581
"Marret et al., 2020",FR10/95 GC-9,-18.1272,118.0153
"Marret et al., 2020",FR2/96 GC-1,-31.1106,114.5481
"Marret et al., 2020",FR2/96 GC-2,-29.3491,112.9485
"Marret et al., 2020",FR2/96 GC-27,-18.5618,116.2668
"Marret et al., 2020",MAR02-19,40.64133333,27.415
"Marret et al., 2020",Z1676,70.917,175
"Marret et al., 2020",FR2/96 GC-28,-18.7988,116.3371
"Marret et al., 2020",FR2/96 GC-29,-18.9635,116.392
"Marret et al., 2020",FR2/96 GC-3,-29.2963,112.943
"Marret et al., 2020",FR2/96 GC-4,-28.717,113.3886
"Marret et al., 2020",FR2/96 GC-5,-28.3925,113.1595
"Marret et al., 2020",FR2/96 GC-6,-28.4201,112.2895
"Marret et al., 2020",FR2/96 GC-7,-26.9793,111.3355
"Marret et al., 2020",GeoB10015-1,1.63,96.89
"Marret et al., 2020",GeoB10022-6,-0.5,98.85
"Marret et al., 2020",GeoB10025-3,-0.67,99.12
"Marret et al., 2020",MAR02-77,41.33383333,28.8535
"Marret et al., 2020",Z1675,70.45,175
"Marret et al., 2020",GeoB10027-3,-0.81,99.65
"Marret et al., 2020",GeoB10028-4,-0.7,99.76
"Marret et al., 2020",GeoB10029-3,-1.5,100.13
"Marret et al., 2020",GeoB10031-3,-1.7,99.6
"Marret et al., 2020",GeoB10036-3,-5.34,103.66
"Marret et al., 2020",GeoB10041-3,-6.27,103.085
"Marret et al., 2020",GeoB10058-1,-8.68,112.64
"Marret et al., 2020",SHI-9011,-7.4486,122.3813
"Marret et al., 2020",SHI-9013,-6.4293,125.0873
"Marret et al., 2020",SHI-9016,-8.4558,128.238
"Marret et al., 2020",SH4,45.41616667,31.36516667
"Marret et al., 2020",Z1674,69.633,-171
"Marret et al., 2020",SHI-9017,-8.9924,128.2817
"Marret et al., 2020",SHI-9018,-8.1023,126.0786
"Marret et al., 2020",SHI-9019,-8.7183,122.8233
"Marret et al., 2020",SHI-9020,-10.9891,121.9679
"Marret et al., 2020",SHI-9022,-11.5907,122.0633
"Marret et al., 2020",SHI-9025,-10.3966,118.66
"Marret et al., 2020",SHI-9028,-10.5238,114.9557
"Marret et al., 2020",SHI-9035,-8.705,111.3933
"Marret et al., 2020",SHI-9037,-8.9166,108.3466
"Marret et al., 2020",SHI-9038,-9.295,108.11
"Marret et al., 2020",HERMES1A,45.03083,32.49639
"Marret et al., 2020",Z1673,70.633,-179
"Marret et al., 2020",SHI-9039,-9.43,107.91
"Marret et al., 2020",SHI-9040,-7.6866,107.455
"Marret et al., 2020",SHI-9041,-7.78,107.115
"Marret et al., 2020",SHI-9043,-7.3261,104.5441
"Marret et al., 2020",SHI-9045,-5.6543,101.9033
"Marret et al., 2020",SHI-9047,-4.9895,102.1338
"Marret et al., 2020",SHI-9048,-5.5358,107.6596
"Marret et al., 2020",SO189-02MC,-5.4778,103.0116833
"Marret et al., 2020",SO189-09MC,-4.159466667,101.6371833
"Marret et al., 2020",SO189-101MC,2.487083333,97.12095
"Marret et al., 2020",B2018,75.22367,-59.822
"Marret et al., 2020",Z2052,81.52,-6.59
"Marret et al., 2020",HERMES32,44.77444,31.92667
"Marret et al., 2020",Z1672,70.175,-179.567
"Marret et al., 2020",SO189-104MC,3.1952,96.77823333
"Marret et al., 2020",SO189-112MC,3.874516667,96.0074
"Marret et al., 2020",SO189-114MC,3.492433333,95.33106667
"Marret et al., 2020",SO189-118MC,3.517916667,96.31455
"Marret et al., 2020",SO189-11MC,-3.829866667,101.2295167
"Marret et al., 2020",SO189-121MC,3.274983333,96.1538
"Marret et al., 2020",SO189-139MC,1.759566667,96.77391667
"Marret et al., 2020",SO189-146MC,0.41,98.26
"Marret et al., 2020",SO189-147MC,-0.686333333,98.0705
"Marret et al., 2020",SO189-17MC,-3.35,100.97
"Marret et al., 2020",HERMES25,44.83541,32.19277
"Marret et al., 2020",Z1671,69.75,179.8
"Marret et al., 2020",SO189-18MC,-3.36,100.98
"Marret et al., 2020",SO189-27MC,-1.8755,99.61183333
"Marret et al., 2020",SO189-28MC,-1.66605,99.68046667
"Marret et al., 2020",SO189-31MC,-1.296633333,99.71965
"Marret et al., 2020",SO189-32MC,-1.616666667,100.0001667
"Marret et al., 2020",SO189-34MC,-1.296633333,99.71965
"Marret et al., 2020",SO189-35MC,-0.87,99.79533333
"Marret et al., 2020",SO189-38MC,-0.789666667,99.90833333
"Marret et al., 2020",SO189-48MC,0.95,98.13
"Marret et al., 2020",SO189-52MC,0.99,98.05
"Marret et al., 2020",SH3,45.51666667,31.68216667
"Marret et al., 2020",Z1670,69.8,-176.65
"Marret et al., 2020",SO189-53MC,0.995066667,98.02983333
"Marret et al., 2020",SO189-59MC,1.1549,98.06613333
"Marret et al., 2020",SO189-60MC,1.449533333,98.04531667
"Marret et al., 2020",SO189-64MC,1.992833333,97.79033333
"Marret et al., 2020",SO189-72MC,2.8299,96.38516667
"Marret et al., 2020",SO189-76MC,2.816666667,96.6135
"Marret et al., 2020",SO189-80MC,2.9511,96.4997
"Marret et al., 2020",SO189-84MC,2.9905,96.22016667
"Marret et al., 2020",SO189-87MC,3.01125,96.2526
"Marret et al., 2020",SO189-89MC,2.783333333,96.41628333
"Marret et al., 2020",HERMES35,44.6169,31.7379
"Marret et al., 2020",Z1669,69.892,-174.442
"Marret et al., 2020",A0,37.65,121.3666667
"Marret et al., 2020",A1,37.63333333,121.35
"Marret et al., 2020",A2,37.63333333,121.3333333
"Marret et al., 2020",A3,37.63333333,121.3666667
"Marret et al., 2020",A4,37.61666667,121.3666667
"Marret et al., 2020",A5,37.63333333,121.3833333
"Marret et al., 2020",A6,37.61666667,121.4
"Marret et al., 2020",B0,37.6,121.45
"Marret et al., 2020",B1,37.56666667,121.4333333
"Marret et al., 2020",B2,37.56666667,121.45
"Marret et al., 2020",MAR98-04,41.5,29.3
"Marret et al., 2020",Z1668,69.417,-173.25
"Marret et al., 2020",B3,37.55,121.4166667
"Marret et al., 2020",B4,37.58333333,121.4666667
"Marret et al., 2020",C0,37.53333333,121.4666667
"Marret et al., 2020",C1,37.53333333,121.4833333
"Marret et al., 2020",C2,37.53333333,121.5333333
"Marret et al., 2020",C3,37.51666667,121.5333333
"Marret et al., 2020",C4,37.48333333,121.5666667
"Marret et al., 2020",D1,37.61666667,121.5666667
"Marret et al., 2020",D2,37.6,121.5666667
"Marret et al., 2020",D3,37.6,121.5333333
"Marret et al., 2020",MN2/2A,44.11555167,29.96684667
"Marret et al., 2020",Z1667,67.583,-173.408
"Marret et al., 2020",E1,37.45,121.55
"Marret et al., 2020",E2,37.46666667,121.5833333
"Marret et al., 2020",BS1,59.1,164.2833333
"Marret et al., 2020",BS2,59.23333333,163.0833333
"Marret et al., 2020",BS3,60.21666667,166.8
"Marret et al., 2020",BS4,60.4,167.05
"Marret et al., 2020",BS5,59.98333333,170.6666667
"Marret et al., 2020",BS6,60.35,170.925
"Marret et al., 2020",BS7,60.58333333,171.55
"Marret et al., 2020",BS8,60.71666667,171.6333333
"Marret et al., 2020",HERMES4,45.03017,32.41285
"Marret et al., 2020",Z1666,67.467,-170.367
"Marret et al., 2020",BS9,61.01666667,172.1
"Marret et al., 2020",BS10,61.11666667,172.25
"Marret et al., 2020",BS11,61.43333333,172.9
"Marret et al., 2020",BS12,61.58333333,173.65
"Marret et al., 2020",BS13,64.46666667,-171.1333333
"Marret et al., 2020",BS14,64.61666667,-171.15
"Marret et al., 2020",BS15,64.76666667,-172.85
"Marret et al., 2020",BS16,64.9,-171.5333333
"Marret et al., 2020",BS17,65.61666667,-169.1333333
"Marret et al., 2020",BS18,65.83333333,-169.4833333
"Marret et al., 2020",MN1A,44.14319833,29.43839
"Marret et al., 2020",P1665,60.66288,-147.70812
"Marret et al., 2020",BS19,66.16666667,-168.1833333
"Marret et al., 2020",SK1,34.8616904,128.3438601
"Marret et al., 2020",SK2,34.8568078,128.3571188
"Marret et al., 2020",SK3,34.8629317,128.3758009
"Marret et al., 2020",SK4,34.8651798,128.3959164
"Marret et al., 2020",SK5,34.8372971,128.315054
"Marret et al., 2020",SK6,34.8619646,128.174278
"Marret et al., 2020",SK7,34.9176909,128.3245351
"Marret et al., 2020",SK8,34.7951901,128.3795149
"Marret et al., 2020",SK9,34.77333333,128.3922222
"Marret et al., 2020",MN17M,44.013185,29.50150667
"Marret et al., 2020",P1664,59.43988,-140.25412
"Marret et al., 2020",SK10,34.77888889,128.3802778
"Marret et al., 2020",SK11,34.77277778,128.3677778
"Marret et al., 2020",SK12,34.76888889,128.3780556
"Marret et al., 2020",SK13,34.7675,128.3891667
"Marret et al., 2020",SK14,34.76166667,128.3975
"Marret et al., 2020",SK15,34.75583333,128.3966667
"Marret et al., 2020",SK16,34.75555556,128.3872222
"Marret et al., 2020",SK17,34.75722222,128.3769444
"Marret et al., 2020",SK18,34.76527778,128.3652778
"Marret et al., 2020",SK19,34.75666667,128.3602778
"Marret et al., 2020",HERMES38,44.69469,31.44987
"Marret et al., 2020",P1663,56.95569,-136.42782
"Marret et al., 2020",SK20,34.75027778,128.3672222
"Marret et al., 2020",SK21,34.74638889,128.3786111
"Marret et al., 2020",SK22,34.745,128.3897222
"Marret et al., 2020",SK23,34.74166667,128.3963889
"Marret et al., 2020",mc02,14.5686,80.5852
"Marret et al., 2020",mc03,14.567,80.4578
"Marret et al., 2020",mc07,15.4847,80.4847
"Marret et al., 2020",mc10,15.2874,80.5424
"Marret et al., 2020",mc13,15.2201,80.6394
"Marret et al., 2020",mc14,15.18,80.6881
"Marret et al., 2020",B2017,73.98417,-61.79417
"Marret et al., 2020",Z2053,81.74,-8.14
"Marret et al., 2020",MAR02-14,40.58803333,27.4042
"Marret et al., 2020",Z1662,71.117,177.5
"Marret et al., 2020",mc17,15.2669,81.7988
"Marret et al., 2020",mc19,15.6118,81.4839
"Marret et al., 2020",mc20,15.7579,81.3451
"Marret et al., 2020",mc22,15.7842,81.3049
"Marret et al., 2020",mc23,15.8124,81.3064
"Marret et al., 2020",mc27,15.8164,81.6864
"Marret et al., 2020",mc29,16.578,82.3764
"Marret et al., 2020",mc31,16.5732,82.4071
"Marret et al., 2020",mc32,16.5188,82.4329
"Marret et al., 2020",mc33,16.4724,82.443
"Marret et al., 2020",MN5A,44.82154722,30.74652778
"Marret et al., 2020",Z1661,70.65,170
"Marret et al., 2020",mc34,16.4429,82.4711
"Marret et al., 2020",mc35,16.424,82.5207
"Marret et al., 2020",mc36,16.3314,82.5956
"Marret et al., 2020",mc37,16.2373,82.6742
"Marret et al., 2020",mc38,16.0649,82.8246
"Marret et al., 2020",mc40,17.4953,83.0993
"Marret et al., 2020",mc39,17.438,83.2059
"Marret et al., 2020",mc41,17.4192,83.3444
"Marret et al., 2020",mc42,17.2923,83.5006
"Marret et al., 2020",mc43,17.2586,83.5227
"Marret et al., 2020",HERMES30,44.8017,31.9617
"Marret et al., 2020",Z1660,74.617,160
"Marret et al., 2020",mc44,17.2304,83.5267
"Marret et al., 2020",mc45,17.2016,83.5611
"Marret et al., 2020",mc46,17.1679,83.5846
"Marret et al., 2020",mc47,17.1344,83.6116
"Marret et al., 2020",mc48,17.0963,83.6465
"Marret et al., 2020",mc49,18.1943,84.0772
"Marret et al., 2020",mc51,18.1323,84.2706
"Marret et al., 2020",mc52,18.0873,84.3251
"Marret et al., 2020",mc53,18.0829,84.3338
"Marret et al., 2020",mc56,17.8963,84.4882
"Marret et al., 2020",MAR02-74,41.39405,28.90408333
"Marret et al., 2020",R1659,54.9767,144.7517
"Marret et al., 2020",mc55,18.0255,84.3977
"Marret et al., 2020",mc59,18.4353,85.7802
"Marret et al., 2020",mc60,18.6671,85.6194
"Marret et al., 2020",mc61,18.7829,85.523
"Marret et al., 2020",mc62,18.873,85.4733
"Marret et al., 2020",mc64,18.9307,85.4341
"Marret et al., 2020",mc65,18.9942,85.3802
"Marret et al., 2020",mc66,19.1494,85.2582
"Marret et al., 2020",mc67,19.2956,85.1685
"Marret et al., 2020",mc68,19.3648,85.1309
"Marret et al., 2020",MN17A,44.013185,29.50150667
"Marret et al., 2020",O1658,57.453,-171.483
"Marret et al., 2020",mc69,19.817,86.5566
"Marret et al., 2020",mc71,19.7525,86.6195
"Marret et al., 2020",YS1,36.925,125.345
"Marret et al., 2020",YS2,36.925,125.1283333
"Marret et al., 2020",YS3,36.925,124.1283333
"Marret et al., 2020",YS4,36.925,123.6283333
"Marret et al., 2020",YS5,36.925,123.1283333
"Marret et al., 2020",YS6,35.855,125.5333333
"Marret et al., 2020",YS7,35.855,125.0333333
"Marret et al., 2020",YS8,35.66666667,124.4166667
"Marret et al., 2020",MAR02-12,40.56846667,27.39233333
"Marret et al., 2020",O1657,56.763,-167.742
"Marret et al., 2020",YS9,35.855,124.5333333
"Marret et al., 2020",YS10,36,124.5
"Marret et al., 2020",YS11,36,124.25
"Marret et al., 2020",YS12,35.855,124.0333333
"Marret et al., 2020",YS13,35.855,123.5333333
"Marret et al., 2020",YS14,35.855,123.0333333
"Marret et al., 2020",YS15,35.855,122.5333333
"Marret et al., 2020",YS16,35.02,125.7555556
"Marret et al., 2020",YS17,34.77638889,125.6930556
"Marret et al., 2020",YS18,34.5,125.5591667
"Marret et al., 2020",MN19,44,30
"Marret et al., 2020",O1656,58.707,-169.523
"Marret et al., 2020",YS19,35.01638889,125.6711111
"Marret et al., 2020",YS20,34.77666667,125.5975
"Marret et al., 2020",YS21,34.5,125.475
"Marret et al., 2020",YS22,34.71666667,124.5333333
"Marret et al., 2020",YS23,34.71666667,124.0333333
"Marret et al., 2020",YS24,34.71666667,123.0333333
"Marret et al., 2020",YS25,34.71666667,122.5333333
"Marret et al., 2020",YS26,34.71666667,122.0333333
"Marret et al., 2020",YS27,34.71666667,121.5333333
"Marret et al., 2020",YS28,34.71666667,121.0333333
"Marret et al., 2020",MN14M,44.49936667,29.8488
"Marret et al., 2020",O1655,60.032,-175.145
"Marret et al., 2020",YS29,33.88916667,125.8033333
"Marret et al., 2020",YS30,33.57833333,125.5333333
"Marret et al., 2020",YS31,33.57833333,125.0333333
"Marret et al., 2020",YS32,33.57833333,124.5333333
"Marret et al., 2020",YS33,33.57833333,124.0333333
"Marret et al., 2020",YS34,33.57833333,123.5333333
"Marret et al., 2020",YS35,33.57833333,123.0333333
"Marret et al., 2020",YS36,33.57833333,122.5333333
"Marret et al., 2020",YS37,33.57833333,122.0333333
