source,location,lat,long
"Marret et al., 2020",A413,46.77,-8.68
"Marret et al., 2020",GeoB 9534,8.901,-14.936
"Marret et al., 2020",A412,46.91,-8.09
"Marret et al., 2020",GeoB 9535,8.876,-14.961
"Marret et al., 2020",A411,44.26,-2.7
"Marret et al., 2020",GeoB 9536,8.709,-15.125
"Marret et al., 2020",A410,42.3,-11.13
"Marret et al., 2020",GeoB 9537,8.601,-15.22
"Marret et al., 2020",A409,42.1,-9.78
"Marret et al., 2020",GeoB 9538,8.708,-15.829
"Marret et al., 2020",A408,41.82,-9.97
"Marret et al., 2020",GeoB 9539,9.018,-13.733
"Marret et al., 2020",A407,40.99,-10.85
"Marret et al., 2020",GeoB 9544,12.375,-17.068
"Marret et al., 2020",A406,38.84,-11.48
"Marret et al., 2020",GeoB 9545,12.848,-17.076
"Marret et al., 2020",A405,36.76,-9.85
"Marret et al., 2020",GeoB 9546,13.453,-17.09
"Marret et al., 2020",N402,62.53,1.25
"Marret et al., 2020",Reh70-1 (sum),33.7,24.7
"Marret et al., 2020",A2176,74.9478,-11.9217
"Marret et al., 2020",L1717,57.61,-61.9
"Marret et al., 2020",N401,62.3,1.71
"Marret et al., 2020",Reh71-1 (sum),34.8,23.18
"Marret et al., 2020",N400,62.42,2.07
"Marret et al., 2020",Reh77a-1,37,16.15
"Marret et al., 2020",N399,62.58,2.33
"Marret et al., 2020",Reh77b-1,37.38,16
"Marret et al., 2020",N398,62.62,2.73
"Marret et al., 2020",Reh73-2,39.52,18.97
"Marret et al., 2020",Reh76-5,35.22,21.5
"Marret et al., 2020",Z397,70.31,54.82
"Marret et al., 2020",Reh83-1,42.45,3.48
"Marret et al., 2020",Z396,70.03,57.02
"Marret et al., 2020",Reh78-2,37.3,13.18
"Marret et al., 2020",Z395,70.07,56.49
"Marret et al., 2020",Reh66-2,35.6,25.9
"Marret et al., 2020",Z394,70.36,57.36
"Marret et al., 2020",Reh65-1,36.13,25.55
"Marret et al., 2020",Z393,70.3,57.17
"Marret et al., 2020",Reh69-1,33.85,24.85
"Marret et al., 2020",Z392,70.42,56.5
"Marret et al., 2020",A2177,75.0313,-10.9469
"Marret et al., 2020",L1716,57.57,-61.94
"Marret et al., 2020",Reh67-3,34.8,27.28
"Marret et al., 2020",Z391,70.2,55.88
"Marret et al., 2020",Reh75-1,35.8,22.67
"Marret et al., 2020",Z390,70.5,55.08
"Marret et al., 2020",Reh68-3,34.68,27.27
"Marret et al., 2020",Z389,70.26,54.43
"Marret et al., 2020",Reh74-1,39.93,18.98
"Marret et al., 2020",Z388,70.62,54.55
"Marret et al., 2020",Reh88-1,38.93,4.6
"Marret et al., 2020",Z387,70.5,54.26
"Marret et al., 2020",Reh86-1,41.2,2.83
"Marret et al., 2020",Z386,70.05,51.89
"Marret et al., 2020",Reh90-1,36.2,1.93
"Marret et al., 2020",Z385,70.74,51.3
"Marret et al., 2020",Reh89-2,38.75,5.33
"Marret et al., 2020",Z384,70.54,53.06
"Marret et al., 2020",Reh5845  (sum),32.32,34.15
"Marret et al., 2020",Z383,70.67,53.4
"Marret et al., 2020",Reh5847-1,32.82,34.15
"Marret et al., 2020",Z382,71.14,52.55
"Marret et al., 2020",A2178,75.0035,-8.8206
"Marret et al., 2020",L1715,57.57,-62.05
"Marret et al., 2020",Reh572-2,32.73,34.63
"Marret et al., 2020",Z381,70.99,51.75
"Marret et al., 2020",Reh570,33.52,32.98
"Marret et al., 2020",Z380,70.74,51.3
"Marret et al., 2020",Reh577-1 (sum),35.9,28.5
"Marret et al., 2020",Z379,70.32,50.45
"Marret et al., 2020",Reh560-1,35.85,14.1
"Marret et al., 2020",Y377,79.89,-11
"Marret et al., 2020",Reh575-6,34.52,31.78
"Marret et al., 2020",Y376,80.45,-13.66
"Marret et al., 2020",Reh566-3,34.47,25.65
"Marret et al., 2020",Y375,80.62,-11.32
"Marret et al., 2020",Reh561,35.78,12.98
"Marret et al., 2020",Y374,79.59,-11.8
"Marret et al., 2020",Reh576-3,35.57,30.45
"Marret et al., 2020",Y373,80.15,-10.71
"Marret et al., 2020",Reh564-2,33,23.62
"Marret et al., 2020",Y372,80.06,-6.66
"Marret et al., 2020",J369,75.52,0.83
"Marret et al., 2020",Reh565-1,34.92,23.73
"Marret et al., 2020",A2179,74.1396,-10.3409
"Marret et al., 2020",L1714,57.57,-62.06
"Marret et al., 2020",J368,77.99,-4.55
"Marret et al., 2020",Reh569-3,33.45,32.57
"Marret et al., 2020",J367,77.75,1
"Marret et al., 2020",Reh574-2,34.43,33.85
"Marret et al., 2020",J366,76.92,-6.02
"Marret et al., 2020",Reh562-5,32.77,19.18
"Marret et al., 2020",J365,76.79,-5.58
"Marret et al., 2020",L21213,-39.46,-176.41
"Marret et al., 2020",J363,75.33,-11.57
"Marret et al., 2020",L21214,-39.94,-178.41
"Marret et al., 2020",J362,73.74,-14.88
"Marret et al., 2020",L21219,-42.53,-178.49
"Marret et al., 2020",J361,74.33,-5.18
"Marret et al., 2020",L21227,-44.13,178
"Marret et al., 2020",J360,68.17,-18.3
"Marret et al., 2020",KM1,-0.45,90.194
"Marret et al., 2020",J359,68.95,-17.54
"Marret et al., 2020",KM2,-0.45,90.192
"Marret et al., 2020",J358,68.64,-17.16
"Marret et al., 2020",KM3,-0.45,90.19
"Marret et al., 2020",A2048,79.2036,4.6688
"Marret et al., 2020",B2022,72.8235,-60.04717
"Marret et al., 2020",A2180,72.0716,-15.751
"Marret et al., 2020",L1713,57.47,-62.44
"Marret et al., 2020",J357,68.59,-16.85
"Marret et al., 2020",KM5,-0.45,90.19
"Marret et al., 2020",J356,69.17,-16.52
"Marret et al., 2020",KMDA2,32,122.5
"Marret et al., 2020",J355,69.2,-16.82
"Marret et al., 2020",KMDA4,32,123.5
"Marret et al., 2020",J354,69.03,-18.02
"Marret et al., 2020",KMDB6,31.5,122.5
"Marret et al., 2020",J353,67.93,-18.36
"Marret et al., 2020",KMDC9,31,122
"Marret et al., 2020",J352,71.81,-12.57
"Marret et al., 2020",KMDC10,31,122.5
"Marret et al., 2020",J351,72.62,-13.84
"Marret et al., 2020",KMDC11,31,123
"Marret et al., 2020",J350,74.25,-10.06
"Marret et al., 2020",KMDD14,30.5,122.5
"Marret et al., 2020",J349,78.41,1.06
"Marret et al., 2020",KMDD15,30.5,123
"Marret et al., 2020",J348,79.76,-14.36
"Marret et al., 2020",KMDE17,30,122
"Marret et al., 2020",A2181,70.8279,-19.1128
"Marret et al., 2020",L1712,58.5,-62.69
"Marret et al., 2020",J347,74.83,-9.78
"Marret et al., 2020",KMDE18,30,122.5
"Marret et al., 2020",J346,74.41,-17.54
"Marret et al., 2020",KMDD19,30,123
"Marret et al., 2020",J345,72.66,-17.85
"Marret et al., 2020",KMDG26,29,122.5
"Marret et al., 2020",18269-1,4.7704,109.4335
"Marret et al., 2020",J344,74.43,-15.31
"Marret et al., 2020",18270-1,4.7248,109.4661
"Marret et al., 2020",J343,74.19,-14.47
"Marret et al., 2020",18271-1,4.6334,109.5395
"Marret et al., 2020",J342,73.75,-10.48
"Marret et al., 2020",18272-1,4.6264,109.5561
"Marret et al., 2020",J341,73.52,-9.18
"Marret et al., 2020",18273-1,4.6228,109.5595
"Marret et al., 2020",J340,65.53,-4.15
"Marret et al., 2020",18274-1,4.6032,109.5782
"Marret et al., 2020",J339,70.34,-10.63
"Marret et al., 2020",18275-1,4.587,109.5856
"Marret et al., 2020",J338,70.57,-12.73
"Marret et al., 2020",A2182,70.8392,-19.4317
"Marret et al., 2020",L1711,58.48,-63.22
"Marret et al., 2020",18276-1,4.7395,109.7386
"Marret et al., 2020",J337,70.01,-12.43
"Marret et al., 2020",18277-1,4.9334,109.9328
"Marret et al., 2020",J336,70.36,-18.21
"Marret et al., 2020",18279-1,5.0329,110.035
"Marret et al., 2020",J335,70.39,-19.33
"Marret et al., 2020",18280-1,5.0898,110.1001
"Marret et al., 2020",J334,70.39,-20.2
"Marret et al., 2020",18281-1,5.1275,110.1275
"Marret et al., 2020",J333,70.41,-18.94
"Marret et al., 2020",18282-1,5.237,110.2364
"Marret et al., 2020",J332,70.44,-16.08
"Marret et al., 2020",18283-1,5.4214,110.4209
"Marret et al., 2020",J331,71.29,-14.07
"Marret et al., 2020",18284-1,5.5351,110.5342
"Marret et al., 2020",J330,71.74,-15.59
"Marret et al., 2020",18284-1,5.5349,110.5342
"Marret et al., 2020",J329,72.22,-12.98
"Marret et al., 2020",18285-1,5.5646,110.5737
"Marret et al., 2020",J328,71.63,-8.42
"Marret et al., 2020",A2183,70.796,-19.509
"Marret et al., 2020",L1710,58.32,-63.54
"Marret et al., 2020",18286-1,5.6037,110.6024
"Marret et al., 2020",J327,70.95,-5.56
"Marret et al., 2020",18287-1,5.6576,110.6569
"Marret et al., 2020",J326,67.69,5.87
"Marret et al., 2020",18288-1,5.734,110.7332
"Marret et al., 2020",J325,66.89,8.04
"Marret et al., 2020",18289-1,5.8277,110.8274
"Marret et al., 2020",J324,67.01,7.76
"Marret et al., 2020",18290-1,5.9203,110.9094
"Marret et al., 2020",J323,68.33,1.49
"Marret et al., 2020",18291-1,5.9592,110.9572
"Marret et al., 2020",J322,70.01,0.08
"Marret et al., 2020",18292-1,6.0556,111.0552
"Marret et al., 2020",J321,71.17,-5.87
"Marret et al., 2020",18293-1,6.1542,111.1541
"Marret et al., 2020",J320,72.37,-10.6
"Marret et al., 2020",18294-1,6.1281,111.3018
"Marret et al., 2020",J319,72.62,-6.59
"Marret et al., 2020",18295-3,4.9256,109.2887
"Marret et al., 2020",J318,72.39,1.51
"Marret et al., 2020",A2184,70.1835,-20.3786
"Marret et al., 2020",L1709,59.09,-63.43
"Marret et al., 2020",18296-1,4.9875,109.2344
"Marret et al., 2020",J317,72.38,1.8
"Marret et al., 2020",18297-1,4.7333,109.029
"Marret et al., 2020",J316,72.06,-0.22
"Marret et al., 2020",18300-1,4.3577,108.6521
"Marret et al., 2020",J315,72.04,-0.62
"Marret et al., 2020",18301-1,4.353,108.6382
"Marret et al., 2020",J314,73.17,-0.81
"Marret et al., 2020",18302-1,4.1559,108.5653
"Marret et al., 2020",J313,71.44,0.66
"Marret et al., 2020",18303-1,4.4336,108.9252
"Marret et al., 2020",J312,72.01,4.99
"Marret et al., 2020",18304-1,4.3579,109.0016
"Marret et al., 2020",J311,71.99,7.49
"Marret et al., 2020",18305-1,4.2831,109.0759
"Marret et al., 2020",J310,71.2,15.83
"Marret et al., 2020",18306-1,3.5828,108.4354
"Marret et al., 2020",J309,72.23,14.43
"Marret et al., 2020",18307-1,3.6262,108.5263
"Marret et al., 2020",J308,72.18,13.1
"Marret et al., 2020",A2185,69.0645,-21.2941
"Marret et al., 2020",L1708,59.05,-63.87
"Marret et al., 2020",18308-1,3.2883,108.7814
"Marret et al., 2020",J307,72.14,11.45
"Marret et al., 2020",18309-1,3.4596,108.682
"Marret et al., 2020",J306,72.04,9.27
"Marret et al., 2020",18310-1,3.5215,108.5316
"Marret et al., 2020",J305,75,13.96
"Marret et al., 2020",18312-1,3.7036,108.7038
"Marret et al., 2020",J304,74.88,11.14
"Marret et al., 2020",18313-1,3.8718,108.8732
"Marret et al., 2020",J303,73.06,9.74
"Marret et al., 2020",18314-1,3.9846,108.9847
"Marret et al., 2020",J301,67.09,2.91
"Marret et al., 2020",18315-1,2.0267,107.0302
"Marret et al., 2020",J300,69.5,3
"Marret et al., 2020",18316-1,2.4826,107.3753
"Marret et al., 2020",J299,65.52,-0.11
"Marret et al., 2020",18317-1,2.606,107.3752
"Marret et al., 2020",J298,65.5,-3.01
"Marret et al., 2020",18318-1,2.6061,105.3751
"Marret et al., 2020",J297,79.4,7.79
"Marret et al., 2020",A2186,68.962,-21.14
"Marret et al., 2020",Z1707,71.25,-159.5
"Marret et al., 2020",18319-1,2.6062,107.375
"Marret et al., 2020",J293,80.02,-4.83
"Marret et al., 2020",18321-1,2.3046,107.4233
"Marret et al., 2020",J292,79.98,-7.88
"Marret et al., 2020",18322-1,2.3041,107.6291
"Marret et al., 2020",J291,80.02,-11.55
"Marret et al., 2020",18293-1,2.7804,107.882
"Marret et al., 2020",J290,78.99,-13.93
"Marret et al., 2020",J289,78.62,-11.04
"Marret et al., 2020",KMO1,43.03,131.78
"Marret et al., 2020",J288,78,-1.05
"Marret et al., 2020",KMO2,42.538,130.835
"Marret et al., 2020",J287,77.99,2.45
"Marret et al., 2020",KMO3,42.62,130.82
"Marret et al., 2020",J286,78,6.69
"Marret et al., 2020",KMO4,42.55,130.93
"Marret et al., 2020",J285,78.01,8.72
"Marret et al., 2020",KMO5,42.65,130.83
"Marret et al., 2020",J284,70,-21.11
"Marret et al., 2020",KMO6,42.67,130.78
"Marret et al., 2020",GeoB6211,-32.5,-50.25
"Marret et al., 2020",P1706,56.9856,-135.47902
"Marret et al., 2020",J283,69.41,-12.92
"Marret et al., 2020",KMO7,42.623,131.125
"Marret et al., 2020",J282,69.37,-8.67
"Marret et al., 2020",KMO8,42.585,130.925
"Marret et al., 2020",J281,68.3,-3.64
"Marret et al., 2020",KMO9,42.6017,130.855
"Marret et al., 2020",J280,66.99,-7.12
"Marret et al., 2020",KMO10,43.25,131.83
"Marret et al., 2020",K277,57.61,8.33
"Marret et al., 2020",KMO11,43.0728,131.873
"Marret et al., 2020",K275,57.85,9.01
"Marret et al., 2020",KMO12,43.0756,131.9893
"Marret et al., 2020",KMO13,42.83,132.77
"Marret et al., 2020",N269,57.07,-1.75
"Marret et al., 2020",KMO14,42.75,133
"Marret et al., 2020",N268,57.73,0.61
"Marret et al., 2020",A266,37.87,-9.95
"Marret et al., 2020",KMO15,42.8234,133.8099
"Marret et al., 2020",A265,37.88,-9.49
"Marret et al., 2020",KMO16,42.8795,133.8555
"Marret et al., 2020",GeoB6212,-32.68,-50.12
"Marret et al., 2020",Z1705,80.49,7.77
"Marret et al., 2020",A264,37.75,-10.31
"Marret et al., 2020",KMO17,43.6731,135.2388
"Marret et al., 2020",A263,43.65,-62.63
"Marret et al., 2020",KMO18,44.35,135.83
"Marret et al., 2020",A262,42.89,-61.75
"Marret et al., 2020",KMO19,46.5837,142.4265
"Marret et al., 2020",A261,42.88,-61.76
"Marret et al., 2020",KMO20,46.5838,142.4265
"Marret et al., 2020",A260,43.83,-62.8
"Marret et al., 2020",KMO21,46.633,142.688
"Marret et al., 2020",A259,43.83,-62.81
"Marret et al., 2020",KMO22,46.409,142.383
"Marret et al., 2020",A258,43.83,-62.79
"Marret et al., 2020",KMO23,46.609,142.871
"Marret et al., 2020",B257,76.8,-71.85
"Marret et al., 2020",KMO24,46.87,143.12
"Marret et al., 2020",B256,77.27,-74.32
"Marret et al., 2020",KMO25,52.7082,143.5724
"Marret et al., 2020",KMO26,52.7098,143.558
"Marret et al., 2020",N249,58.76,4.85
"Marret et al., 2020",GeoB6220,-33.35,-49.38
"Marret et al., 2020",Z1703,77.25,-157.04
"Marret et al., 2020",KMO27,52.726,143.73
"Marret et al., 2020",N248,58.69,4.23
"Marret et al., 2020",KMO28,53.03,158.58
"Marret et al., 2020",N246,58.4,1.73
"Marret et al., 2020",KMO29,53.02,158.6
"Marret et al., 2020",N245,58.07,0.55
"Marret et al., 2020",KMO30,53,158.6
"Marret et al., 2020",N242,57.12,1.9
"Marret et al., 2020",KMO31,59.1053,164.2812
"Marret et al., 2020",N241,58.22,0.02
"Marret et al., 2020",KMO32,59.2348,164.2812
"Marret et al., 2020",N240,58.14,-0.22
"Marret et al., 2020",KMO33,60.2233,166.8022
"Marret et al., 2020",N239,58.14,-0.28
"Marret et al., 2020",KMO34,60.4347,167.0592
"Marret et al., 2020",N238,58.14,-0.39
"Marret et al., 2020",KMO35,60.3523,170.6251
"Marret et al., 2020",N237,65.62,-4.63
"Marret et al., 2020",KMO36,60.4325,171.7029
"Marret et al., 2020",N236,65.57,-6.79
"Marret et al., 2020",B2021,73.69567,-57.24067
"Marret et al., 2020",Y2049,80.3855,-6.9415
"Marret et al., 2020",MN6A,44.9005,30.49948
"Marret et al., 2020",Z1702,74.49,-159.87
"Marret et al., 2020",KMO37,61.0219,172.1091
"Marret et al., 2020",N235,65.51,-7.18
"Marret et al., 2020",KMO38,61.1246,172.2563
"Marret et al., 2020",N234,65.45,-7.65
"Marret et al., 2020",KMO39,61.4369,172.9084
"Marret et al., 2020",N233,65.37,-8.17
"Marret et al., 2020",KMO40,64.638,-172.523
"Marret et al., 2020",N232,65.39,-8.03
"Marret et al., 2020",KMO41,64.771,-173.152
"Marret et al., 2020",N231,65.27,-8.81
"Marret et al., 2020",KMO42,66.17,-169.82
"Marret et al., 2020",N230,65.15,-9.53
"Marret et al., 2020",KMO43,65.8523,-170.5215
"Marret et al., 2020",N229,65,-10
"Marret et al., 2020",KMO44,65.634,-170.876
"Marret et al., 2020",N228,64.94,-10.14
"Marret et al., 2020",KMW1,22.2004,113.7823
"Marret et al., 2020",N227,64.85,-10.33
"Marret et al., 2020",KMW2,22.4525,113.872
"Marret et al., 2020",N226,59.67,-9.3
"Marret et al., 2020",18MUC4,44.56,36
"Marret et al., 2020",Z1701,72.7,-157.45
"Marret et al., 2020",KMW3,22.5708,114.2849
"Marret et al., 2020",N225,59.87,-8.33
"Marret et al., 2020",KMW4,22.5803,114.5308
"Marret et al., 2020",N224,65.1,2.42
"Marret et al., 2020",KMW5,22.6701,114.5242
"Marret et al., 2020",N223,62.47,4.46
"Marret et al., 2020",KMW6,23.4751,117.0333
"Marret et al., 2020",N222,62.75,3.95
"Marret et al., 2020",KMW7,23.5336,117.055
"Marret et al., 2020",N221,62.78,3.9
"Marret et al., 2020",KMW8,29.9823,123.0041
"Marret et al., 2020",N220,62.88,3.71
"Marret et al., 2020",KMW9,36.1332,120.2728
"Marret et al., 2020",N219,63.21,3.08
"Marret et al., 2020",KMW10,37.5017,120.4709
"Marret et al., 2020",N218,63.46,3.04
"Marret et al., 2020",MC613,35.8575,14.1056
"Marret et al., 2020",N217,63.72,3.22
"Marret et al., 2020",MC614,35.8075,12.9981
"Marret et al., 2020",N216,66.61,2.66
"Marret et al., 2020",GC29,44.83533333,31.98392333
"Marret et al., 2020",Z1700,72.9,-158.43
"Marret et al., 2020",MC615,32.7792,19.1961
"Marret et al., 2020",N215,66.61,2.18
"Marret et al., 2020",MC616,33.7189,23.5019
"Marret et al., 2020",N214,66.61,1.55
"Marret et al., 2020",MC617,33.0003,23.6381
"Marret et al., 2020",N213,66.67,1.48
"Marret et al., 2020",MC624,34.3067,33.9264
"Marret et al., 2020",N212,66.61,1.13
"Marret et al., 2020",CHS,45.0915,12.4014
"Marret et al., 2020",N211,65.75,-3.23
"Marret et al., 2020",CH3,45.0005,12.8766
"Marret et al., 2020",N210,65.42,-4.74
"Marret et al., 2020",CH37,44.5379,12.5341
"Marret et al., 2020",N209,63.44,-0.02
"Marret et al., 2020",CH38,44.5399,12.4168
"Marret et al., 2020",N208,63.16,0.57
"Marret et al., 2020",CH47,44.5385,12.8765
"Marret et al., 2020",N207,63.06,0.79
"Marret et al., 2020",CH50,44.5383,12.7687
"Marret et al., 2020",N206,62.94,1.03
"Marret et al., 2020",MAR05-4G/13P,41.16645,31.1281
"Marret et al., 2020",Z1699,67.09,-164.483
"Marret et al., 2020",CH51,44.5377,12.6391
"Marret et al., 2020",N200,73.38,-5.61
"Marret et al., 2020",CH52,44.065,12.6502
"Marret et al., 2020",N198,62.65,-1.67
"Marret et al., 2020",CH55,44.7051,12.6431
"Marret et al., 2020",N197,67,-6.21
"Marret et al., 2020",CH56,44.7046,12.7598
"Marret et al., 2020",N196,67.04,-6.59
"Marret et al., 2020",CH61,44.7886,12.8839
"Marret et al., 2020",N195,67.08,-7.31
"Marret et al., 2020",CH63,44.7887,12.065
"Marret et al., 2020",N194,67.12,-8.29
"Marret et al., 2020",CH64,44.7884,12.5258
"Marret et al., 2020",N193,67,-9.31
"Marret et al., 2020",CH67,44.8713,12.6501
"Marret et al., 2020",N192,67.5,-11.66
"Marret et al., 2020",AN4b,44.0014,13.4187
"Marret et al., 2020",N191,68.17,-11.54
"Marret et al., 2020",AN6b,43.8427,13.2547
"Marret et al., 2020",N190,68.42,-13.87
"Marret et al., 2020",US02,39.26666667,51.48333333
"Marret et al., 2020",Z1698,67.217,-168.533
"Marret et al., 2020",AN10,43.8862,13.374
"Marret et al., 2020",N189,69.45,-14.54
"Marret et al., 2020",AN19,43.7843,13.3737
"Marret et al., 2020",N186,60.63,3.73
"Marret et al., 2020",AN32,43.8738,13.6048
"Marret et al., 2020",N185,60.64,3.72
"Marret et al., 2020",A184,34.32,-7.02
"Marret et al., 2020",AN33,43.836,13.6834
"Marret et al., 2020",A183,44.85,-2.13
"Marret et al., 2020",AN35,43.7559,13.5875
"Marret et al., 2020",A182,55.47,-14.68
"Marret et al., 2020",AN48,43.7903,13.7421
"Marret et al., 2020",A181,56.52,-13.25
"Marret et al., 2020",AN49,43.736,13.8381
"Marret et al., 2020",A180,44.88,-3.3
"Marret et al., 2020",AN54,43.6179,13.6558
"Marret et al., 2020",A179,37.77,-10.18
"Marret et al., 2020",AN65,43.6702,13.9374
"Marret et al., 2020",AN66,43.6017,13.0028
"Marret et al., 2020",L178,50.21,-45.69
"Marret et al., 2020",B13,42,37.9
"Marret et al., 2020",Z1697,68.733,-167.5
"Marret et al., 2020",A175,53.06,-33.53
"Marret et al., 2020",AN68,43.5669,13.0419
"Marret et al., 2020",A174,55.75,-30.23
"Marret et al., 2020",AN71,43.535,13.7721
"Marret et al., 2020",A173,58.94,-28.74
"Marret et al., 2020",AN75,43.5006,13.6587
"Marret et al., 2020",A171,59.68,-30.36
"Marret et al., 2020",AN80,43.4713,13.8043
"Marret et al., 2020",A168,59.49,-39.31
"Marret et al., 2020",AN83,43.5003,13.9022
"Marret et al., 2020",AN85,43.5361,14.0342
"Marret et al., 2020",L164,54.9,-52.75
"Marret et al., 2020",G5,37.4,26.2
"Marret et al., 2020",L163,55.03,-52.13
"Marret et al., 2020",K3,40.2,24.9
"Marret et al., 2020",L162,54.82,-52.87
"Marret et al., 2020",H18,44.89,32.17
"Marret et al., 2020",S160,54.72,-55.58
"Marret et al., 2020",IB1,38.45,27.15
"Marret et al., 2020",S159,54.71,-56.45
"Marret et al., 2020",HERMES17B,44.83777,32.1311
"Marret et al., 2020",Z1696,69.267,-167.467
"Marret et al., 2020",IB2,38.43333333,27.15
"Marret et al., 2020",S158,56.11,-58.91
"Marret et al., 2020",A156,59.81,-27.92
"Marret et al., 2020",IB3,38.43333333,27.1
"Marret et al., 2020",A155,50.28,-19.3
"Marret et al., 2020",IB4,38.45,27.06666667
"Marret et al., 2020",A154,62.88,-22.85
"Marret et al., 2020",IB5,38.45,27.06666667
"Marret et al., 2020",IB6,38.45,27.08333333
"Marret et al., 2020",L153,59.15,-48.38
"Marret et al., 2020",IB7,38.43333333,27.08333333
"Marret et al., 2020",L152,58.37,-57.51
"Marret et al., 2020",IB8,38.43333333,27.06666667
"Marret et al., 2020",L151,53.33,-45.26
"Marret et al., 2020",A150,61.55,-18.69
"Marret et al., 2020",IB9,38.35,26.78333333
"Marret et al., 2020",A149,64.52,-8.83
"Marret et al., 2020",IB10,38.35,26.78333333
"Marret et al., 2020",H148,56.22,-76.45
"Marret et al., 2020",IB11,38.35,26.78333333
"Marret et al., 2020",HERMES28,44.79634,32.0744
"Marret et al., 2020",Z1695,69.25,-169.367
"Marret et al., 2020",H147,56.39,-76.37
"Marret et al., 2020",IB12,38.66666667,26.75
"Marret et al., 2020",H146,56.24,-76.37
"Marret et al., 2020",IB13,38.66666667,26.75
"Marret et al., 2020",Aliağa1,38.85,26.96666667
"Marret et al., 2020",H145,57.97,-86.77
"Marret et al., 2020",Aliağa2,38.81666667,26.95
"Marret et al., 2020",H144,55.59,-81.76
"Marret et al., 2020",Aliağa3,38.81666667,26.95
"Marret et al., 2020",H143,55.1,-80.5
"Marret et al., 2020",Aliağa4,38.81666667,26.91666667
"Marret et al., 2020",H142,55.48,-77.96
"Marret et al., 2020",Aliağa5,38.76666667,26.91666667
"Marret et al., 2020",H141,55.38,-77.68
"Marret et al., 2020",Aliağa6,38.76666667,26.91666667
"Marret et al., 2020",H140,57.9,-83.34
"Marret et al., 2020",Aliağa7,38.75,26.91666667
"Marret et al., 2020",H139,58.71,-84.85
"Marret et al., 2020",Aliağa8,38.7666,26.91666667
"Marret et al., 2020",H138,60.36,-86.03
"Marret et al., 2020",HERM33A,44.6571,31.92753
"Marret et al., 2020",Z1694,69.783,-168.467
"Marret et al., 2020",H137,60.2,-86.86
"Marret et al., 2020",IB14,38.45,27.13333333
"Marret et al., 2020",H136,60.61,-81.18
"Marret et al., 2020",IB15,38.41666667,27.11666667
"Marret et al., 2020",H135,62.69,-87.74
"Marret et al., 2020",IB16,38.41666667,27.03333333
"Marret et al., 2020",H134,61.59,-86.32
"Marret et al., 2020",IB17,38.41666667,26.96666667
"Marret et al., 2020",H133,62.37,-84.47
"Marret et al., 2020",IB18,38.38333333,26.91666667
"Marret et al., 2020",H132,63.5,-83.27
"Marret et al., 2020",IB19,38.41666667,26.83333333
"Marret et al., 2020",H131,63.03,-81.08
"Marret et al., 2020",IB20,38.38333333,26.76666667
"Marret et al., 2020",H130,63.03,-81.08
"Marret et al., 2020",IB21,38.48333333,26.78333333
"Marret et al., 2020",A129,62.46,-20.41
"Marret et al., 2020",IB22,38.43333333,26.63333333
"Marret et al., 2020",A128,59.81,-15.86
"Marret et al., 2020",IB23,38.56666667,26.76666667
"Marret et al., 2020",HERMES31A,44.7858,31.9253
"Marret et al., 2020",Z1693,69.8,-166.5
"Marret et al., 2020",A127,52.29,-35.24
"Marret et al., 2020",IB24,38.56666667,26.58333333
"Marret et al., 2020",A126,58.08,-10.72
"Marret et al., 2020",IB25,38.63333333,26.63333333
"Marret et al., 2020",A125,50.27,-11.57
"Marret et al., 2020",GGST1,40.44,29.06
"Marret et al., 2020",A124,54.7,-12.78
"Marret et al., 2020",GGST2,40.41,29.02
"Marret et al., 2020",A123,50.1,-17.92
"Marret et al., 2020",GGST3,40.42,28.9
"Marret et al., 2020",A122,50.65,-21.73
"Marret et al., 2020",GGST4,40.45,28.82
"Marret et al., 2020",A121,51.72,-21.88
"Marret et al., 2020",GGST5,40.45,28.73
"Marret et al., 2020",A120,52.57,-21.93
"Marret et al., 2020",FCB5,-54.85,-68.55
"Marret et al., 2020",A119,52.57,-21.93
"Marret et al., 2020",FCB4,-54.85,-68.55
"Marret et al., 2020",A118,54.08,-21.08
"Marret et al., 2020",FCB6,-54.83,-68.35
"Marret et al., 2020",B2020,75.00217,-58.7225
"Marret et al., 2020",Z2050,81.4646,-8.4388
"Marret et al., 2020",G20,38.5,24.5
"Marret et al., 2020",Z1692,71.25,-160.5
"Marret et al., 2020",A116,55.95,-20.32
"Marret et al., 2020",FCB9,-54.8,-68.3
"Marret et al., 2020",A115,57,-20.83
"Marret et al., 2020",FCB8,-54.8,-68.28
"Marret et al., 2020",A114,57.55,-21.17
"Marret et al., 2020",FCB7,-54.8,-68.26
"Marret et al., 2020",A113,60.57,-22.08
"Marret et al., 2020",FCB29,-54.8,-68.26
"Marret et al., 2020",A111,63.87,-28.93
"Marret et al., 2020",FCB28,-54.8,-68.25
"Marret et al., 2020",A110,63.87,-28.93
"Marret et al., 2020",FCB27,-54.8,-68.21
"Marret et al., 2020",A109,63.87,-28.94
"Marret et al., 2020",FCB24,-54.83,-68.18
"Marret et al., 2020",A108,62.77,-30.36
"Marret et al., 2020",FCB11,-54.85,-68.05
"Marret et al., 2020",A107,62.91,-32.18
"Marret et al., 2020",FCB22,-54.85,-67.93
"Marret et al., 2020",A106,62.54,-38.83
"Marret et al., 2020",FCB10,-54.86,-67.85
